Utterance,Sentences,Translated Sentences,Dialog Acts
這篇文章不夠嚴謹。 「相關臨床實驗」以及「時間線」兩部份完全未列出參考文獻。 這若是發生於英文版維基，文章前端會要求加註參考文獻。,"['這篇文章不夠嚴謹。', '「相關臨床實驗」以及「時間線」兩部份完全未列出參考文獻。', '這若是發生於英文版維基，文章前端會要求加註參考文獻。']","['This article is not rigorous enough.', 'The two parts of ""Related Clinical Trials"" and ""Timeline"" do not list references at all.', 'If this happens in the English version of the wiki, the front end of the article will ask for references.']","[('sv',), ('sd',), ('sd',)]"
请几位新注册id注意，维基有自己的规则。 无论是主张支持什么还是反对什么，请以维基的方针为根据来证明你们的主张确实合理。,"['请几位新注册id注意，维基有自己的规则。', '无论是主张支持什么还是反对什么，请以维基的方针为根据来证明你们的主张确实合理。']","['Please pay attention to new registration ids, wikis have their own rules.', ""Regardless of what you claim for or against, please use Wikipedia's policies as a basis to justify your claims.""]","[('ad',), ('sd',)]"
认为气功是伪科学的人，实际只看到“伪气功”。 真正的气功也是“伪气功”的受害者。 维基要做的是把真正的气功从“伪气功”中分离出来分析。,"['认为气功是伪科学的人，实际只看到“伪气功”。', '真正的气功也是“伪气功”的受害者。', '维基要做的是把真正的气功从“伪气功”中分离出来分析。']","['People who think that qigong is a pseudoscience actually only see ""pseudo-qigong"".', 'Real qigong is also a victim of ""pseudo-qigong"".', 'What Wikipedia needs to do is to separate and analyze real Qigong from ""pseudo Qigong"".']","[('sv',), ('sv',), ('sv',)]"
這樣的話，應該是封面背面的插圖吧。 關於封面的事我也認為上載者有自由選擇，所以我也說是先到先得，總而言之誰先上載了封面就用那個。,"['這樣的話，應該是封面背面的插圖吧。', '關於封面的事我也認為上載者有自由選擇，所以我也說是先到先得，總而言之誰先上載了封面就用那個。']","['If so, it should be the illustration on the back of the cover.', 'Regarding the cover, I also think that the uploader has a free choice, so I also said that it is first come, first served. In short, whoever uploads the cover first will use that.']","[('sd',), ('sd',)]"
"既是獅虎, 應是獅父虎母罷? 那麼虎父獅母怎稱呼?","['既是獅虎, 應是獅父虎母罷?', '那麼虎父獅母怎稱呼?']","['Since they are ligers and tigers, should they be the father of a lion and the mother of a tiger?', 'So what is the name of the tiger father and lion mother?']","[('qy',), ('qw',)]"
新約和保羅書信，在關於保羅這個人物上，是一手來源資訊無疑。 WP:PSTS的確有提到一手來源資訊需要有二手來源為支持。,"['新約和保羅書信，在關於保羅這個人物上，是一手來源資訊無疑。', 'WP:PSTS的確有提到一手來源資訊需要有二手來源為支持。']","[""The New Testament and Paul's letters are undoubtedly primary sources of information on the character of Paul."", 'WP: PSTS does mention that information from primary sources needs to be supported by secondary sources.']","[('sv',), ('sd',)]"
習慣不同而已，對我而言，看了六七年的安奴夏變了奧奴夏都好難頂。 我既非有線體育部員工，我是不可能知道他們翻譯時的想法，但我仍可猜想，我估計因字母Ö可寫作oe，他們是從Oezil當英語譯的。,"['習慣不同而已，對我而言，看了六七年的安奴夏變了奧奴夏都好難頂。', '我既非有線體育部員工，我是不可能知道他們翻譯時的想法，但我仍可猜想，我估計因字母Ö可寫作oe，他們是從Oezil當英語譯的。']","[""It's just that the habits are different. For me, it's hard for me to change Anuxia after watching it for six or seven years."", ""Since I'm not an employee of the cable sports department, it's impossible for me to know what they were thinking when they translated it, but I can still guess. I guess because the letter Ö can be written as oe, they translated it from Oezil to English.""]","[('sd',), ('sd',)]"
&內容夠，但是，請做一下改進后，自行把支持票的nowiki劃掉1.導航圖可以增加下說明。 2.刪除“內容”一節，改為鏈接到維基文庫的鏈接。 3.“讲话结束后，全场气氛活跃。,"['&內容夠，但是，請做一下改進后，自行把支持票的nowiki劃掉1.導航圖可以增加下說明。', '2.刪除“內容”一節，改為鏈接到維基文庫的鏈接。', '3.“讲话结束后，全场气氛活跃。']","['& The content is enough, but please make some improvements and cross out the nowiki of the support ticket by yourself. 1. The navigation map can add the following description.', '2. Delete the ""Content"" section and replace it with a link to Wikisource.', '3. ""After the speech, the atmosphere in the audience was lively.']","[(), ('t3',), ('sd',)]"
这估计是台湾所谓“统派”的主意。 确实没有那个其他语言的版本搞个不伦不类的过气的国旗放在这里。 你说日本占领期间出生在黑龙江，我是不是要放个满洲国呢。,"['这估计是台湾所谓“统派”的主意。', '确实没有那个其他语言的版本搞个不伦不类的过气的国旗放在这里。', '你说日本占领期间出生在黑龙江，我是不是要放个满洲国呢。']","['This is probably the idea of \u200b\u200bthe so-called ""unification faction"" in Taiwan.', 'It is true that there is no other language version to put the nondescript and outdated national flag here.', 'You said that you were born in Heilongjiang during the Japanese occupation. Am I going to put a Manchukuo in it?']","[('sv',), ('aa',), ('qy',)]"
來源充足，察覺不到有大問題。 ：好心的、有能力的維基人在查閱條目後發現小問題，可考慮協助改善吧。,"['來源充足，察覺不到有大問題。', '：好心的、有能力的維基人在查閱條目後發現小問題，可考慮協助改善吧。']","['The source is sufficient, and there is no major problem.', ': Well-meaning and capable Wikipedians find minor problems after reviewing the entries, so please consider helping to improve them.']","[('sv',), ('ad',)]"
在台湾“自由车”是专指竞赛项目吗？ 还是说日常生活中也会用“自由车”？ 比如说：“今天我骑自由车回学校。,"['在台湾“自由车”是专指竞赛项目吗？', '还是说日常生活中也会用“自由车”？', '比如说：“今天我骑自由车回学校。']","['Does ""Freedom Car"" refer to competitions in Taiwan?', 'Or do you also use ""free cars"" in daily life?', 'For example: ""I rode my bike back to school today.']","[('qy',), ('qrr',), ('sd',)]"
“乔治·弗洛伊德之死引发的示威活动” → “美国2020年的示威活动”：  事情已经发展超出了为弗洛伊德伸张正义。 比如砸店铺，和弗洛伊德本人关系不大，属于乘火打劫。,"['“乔治·弗洛伊德之死引发的示威活动”\xa0→\xa0“美国2020年的示威活动”：  事情已经发展超出了为弗洛伊德伸张正义。', '比如砸店铺，和弗洛伊德本人关系不大，属于乘火打劫。']","['""Demonstrations over George Floyd\'s death"" → ""2020 demonstrations in the US"": Things have moved beyond justice for Floyd.', 'For example, smashing a store has little to do with Freud himself, and it is a robbery by fire.']","[('^q',), ('sd',)]"
那個地圖的“琉球群島”的北方界限不過是奄美大島。 與我的國際的定義相符。,"['那個地圖的“琉球群島”的北方界限不過是奄美大島。', '與我的國際的定義相符。']","['The northern limit of the ""Ryukyu Islands"" on that map is nothing but Amami Oshima.', 'Matches my international definition.']","[('sd',), ()]"
文中所說的只是其中一個原因。 另外一個主因應是同期的假面騎士和電影版AllStarsDX一樣使用大集合的點子，加上兩套是同時推出。 因此才顯生出這個名稱。,"['文中所說的只是其中一個原因。', '另外一個主因應是同期的假面騎士和電影版AllStarsDX一樣使用大集合的點子，加上兩套是同時推出。', '因此才顯生出這個名稱。']","['What is said in the text is just one of the reasons.', 'Another main reason is that Kamen Rider in the same period used the same idea of \u200b\u200ba large set as the movie version of AllStarsDX, and the two sets were launched at the same time.', 'Hence the name was born.']","[('sd',), ('sd',), ('sd',)]"
核聚变带来的世界末日  不知道现在世界各国是不是在研究核聚变。 核裂变还好，只是消耗放射元素材料，消耗完了也就完了，对地球没什么太大影响。,"['核聚变带来的世界末日  不知道现在世界各国是不是在研究核聚变。', '核裂变还好，只是消耗放射元素材料，消耗完了也就完了，对地球没什么太大影响。']","[""The end of the world brought about by nuclear fusion I don't know if all countries in the world are now studying nuclear fusion."", 'Nuclear fission is okay, but it only consumes radioactive element materials, and it will be over when it is exhausted, and it will not have much impact on the earth.']","[('sd',), ('sd',)]"
首段有關催化劑對活化能的影響的描述並不正確。 所有催化劑都不能改變原反應的活化能，而是提供另一有較低活化能的途徑去令反應進行。 主要修改了少量字眼上的用法，其內容大致正確。,"['首段有關催化劑對活化能的影響的描述並不正確。', '所有催化劑都不能改變原反應的活化能，而是提供另一有較低活化能的途徑去令反應進行。', '主要修改了少量字眼上的用法，其內容大致正確。']","['The statement in the first paragraph about the influence of the catalyst on the activation energy is incorrect.', 'All catalysts cannot change the activation energy of the original reaction, but provide another way with lower activation energy to make the reaction proceed.', 'The usage of a few words has been mainly revised, and the content is generally correct.']","[('sd',), ('sd',), ('sd',)]"
將「」譯為「俄自民黨」有何出處？ 我覺得譯為「LDPR」才是最合適的。 而且該章程指出縮寫與歷史名稱並用（）。,"['將「」譯為「俄自民黨」有何出處？', '我覺得譯為「LDPR」才是最合適的。', '而且該章程指出縮寫與歷史名稱並用（）。']","['What is the source of translating """" into ""Russian Liberal Democratic Party""?', 'I think the translation as ""LDPR"" is the most appropriate.', 'And the charter states that abbreviations are used with historical names ( ).']","[('qw',), ('sv',), ('sd',)]"
好，你的发言是Special:diff/37898897和Special:diff/37899183，左一下右一下，有意思。 我在盧武鉉的编辑，我专门数了一下，涉及18个句号。,"['好，你的发言是Special:diff/37898897和Special:diff/37899183，左一下右一下，有意思。', '我在盧武鉉的编辑，我专门数了一下，涉及18个句号。']","['Well, your speeches are Special:diff/37898897 and Special:diff/37899183, left and right, interesting.', 'My editor at Roh Moo-hyun, I specifically counted, involved 18 periods.']","[('sv',), ('sd',)]"
如果给了中文译名又没有对应的中文文献资料，查找起来更加费劲。 外部链接中目前也没有中文内容。 如果外语不够灵光进去也是看不明白；反之，英文的内容也没有问题。,"['如果给了中文译名又没有对应的中文文献资料，查找起来更加费劲。', '外部链接中目前也没有中文内容。', '如果外语不够灵光进去也是看不明白；反之，英文的内容也没有问题。']","['If the Chinese translation name is given and there is no corresponding Chinese literature, it will be more difficult to search.', 'There is currently no Chinese content in the external links.', 'If the foreign language is not smart enough to enter, you will not be able to understand it; on the contrary, there is no problem with the content in English.']","[('sd',), ('sd',), ('sv',)]"
支持拆分條目，但不同意以2019年7月1日劃分。 第一個方案是以2020年7月1日《港區國安法》生效為界，第二個方案是以2019年10月23日正式撤回修例為界。,"['支持拆分條目，但不同意以2019年7月1日劃分。', '第一個方案是以2020年7月1日《港區國安法》生效為界，第二個方案是以2019年10月23日正式撤回修例為界。']","['Supports splitting entries, but disagrees with dividing by July 1, 2019.', 'The first plan is based on July 1, 2020, when the ""Hong Kong National Security Law"" takes effect, and the second plan is based on the formal withdrawal of the amendment on October 23, 2019.']","[('sd',), ('sd',)]"
我部分接受您的观点。 我想您在刚才的话中也承认国家与政权是两回事。 说到俄罗斯与苏联，其实我觉得他们与中国的情况还是有些不同的。,"['我部分接受您的观点。', '我想您在刚才的话中也承认国家与政权是两回事。', '说到俄罗斯与苏联，其实我觉得他们与中国的情况还是有些不同的。']","['I partially accept your point.', 'I think you have also admitted in what you said just now that the state and the political power are two different things.', 'Speaking of Russia and the Soviet Union, I actually think their situation is somewhat different from that of China.']","[(), ('aa',), ('sv',)]"
過去YoonA的漢字本名皆有不同譯法，常見有「林潤娥」和「林允兒」。 「潤娥」為愛貝克思 (台灣)官方公佈的中文藝名，「允兒」則為中國粉絲所統稱之非官方藝名。,"['過去YoonA的漢字本名皆有不同譯法，常見有「林潤娥」和「林允兒」。', '「潤娥」為愛貝克思 (台灣)官方公佈的中文藝名，「允兒」則為中國粉絲所統稱之非官方藝名。']","['In the past, there were different translations of YoonA\'s real name in Chinese characters, and the common ones were ""林润娥"" and ""林云儿"".', '""Run\'e"" is the official Chinese stage name announced by Avex (Taiwan), and ""Yuner"" is the unofficial stage name collectively referred to by Chinese fans.']","[('sd',), ('sd',)]"
藏传佛教人士吃肉。 第十三世达赖喇嘛吃着肉。 第十四世达赖喇嘛嘛喜欢日本吉野家牛肉飯吃。,"['藏传佛教人士吃肉。', '第十三世达赖喇嘛吃着肉。', '第十四世达赖喇嘛嘛喜欢日本吉野家牛肉飯吃。']","['Tibetan Buddhists eat meat.', 'The Thirteenth Dalai Lama eats meat.', 'The 14th Dalai Lama likes Japanese Yoshinoya beef rice.']","[('sd',), ('sd',), ('sd',)]"
以下问题和建议，望解决：  信息框中政府门户网站使用{{URL|www.sd.gov.cn}}会不会比较好？ 信息框中，并且需要截止时间。,"['以下问题和建议，望解决：  信息框中政府门户网站使用{{URL|www.sd.gov.cn}}会不会比较好？', '信息框中，并且需要截止时间。']","['The following questions and suggestions are hoped to be resolved: Is it better to use {{URL|www.sd.gov.cn}} for the government portal in the information box?', 'information box and requires a deadline.']","[('qy',), ('sd',)]"
保持现状。 官方已经明确表示，保留“2020年东京奥运会”这一称谓。 实际上就是“2020年夏季奥林匹克运动会”。,"['保持现状。', '官方已经明确表示，保留“2020年东京奥运会”这一称谓。', '实际上就是“2020年夏季奥林匹克运动会”。']","['keep status quo.', 'The official has made it clear that the title ""2020 Tokyo Olympics"" will be retained.', 'In fact, it is the ""2020 Summer Olympics"".']","[(), ('sd',), ('sd',)]"
纯粹抵消无理反对。 原条目那么长，涉及专业知识众多，岂是5天翻译得完的。 在dyk言条目，是否投机取巧不相干。,"['纯粹抵消无理反对。', '原条目那么长，涉及专业知识众多，岂是5天翻译得完的。', '在dyk言条目，是否投机取巧不相干。']","['Purely to counteract unreasonable objections.', 'The original article is so long and involves a lot of professional knowledge, how can it be translated in 5 days.', 'In the dyk language entry, opportunistic or not is irrelevant.']","[('+',), ('sd',), ('sv',)]"
請先改良這個版本，如果無法輸入繁體，用簡體也沒關係。 文法、用語錯誤改完之後（應該不會那麼久吧！），在來繁簡分版。 请先改良这个版本，用见简体也没关系。,"['請先改良這個版本，如果無法輸入繁體，用簡體也沒關係。', '文法、用語錯誤改完之後（應該不會那麼久吧！），在來繁簡分版。', '请先改良这个版本，用见简体也没关系。']","[""Please improve this version first, if you can't input traditional characters, it doesn't matter if you use simplified characters."", ""After correcting grammar and terminology errors (shouldn't be that long!), let's separate the traditional and simplified versions."", ""Please improve this version first, it doesn't matter if you use Simplified.""]","[(), ('sd',), ('sv',)]"
意见同菲菇。 另外，不同语言的维基条目是各个独立的，不赞同将它们作挂钩解。,"['意见同菲菇。', '另外，不同语言的维基条目是各个独立的，不赞同将它们作挂钩解。']","['Opinion is the same as that of pheasanthus.', 'In addition, wiki entries in different languages \u200b\u200bare independent, and it is not in favor of linking them.']","[('sd',), ('sd',)]"
仙境傳說職業列表創建後已在2012年9月27日被提報存廢討論，並於同年10月4日被刪除（請參考维基百科:頁面存廢討論/記錄/2012/09/27#仙境傳說職業列表）。 據此，本人將移除拆分模板。,"['仙境傳說職業列表創建後已在2012年9月27日被提報存廢討論，並於同年10月4日被刪除（請參考维基百科:頁面存廢討論/記錄/2012/09/27#仙境傳說職業列表）。', '據此，本人將移除拆分模板。']","['After the Ragnarok Occupation List was created, it was submitted for discussion on September 27, 2012, and was deleted on October 4 of the same year (please refer to Wikipedia: Page Deposit Discussion/Records/2012/09/27#仙境List of legendary occupations).', 'Accordingly, I will remove the split template.']","[('sd',), ('sd',)]"
不管怎么样，应该先是说革命，再泛指一段时期吧。。。 下次提意见请签名。 如果我没记错，这句应该是英文版翻译过来的。,"['不管怎么样，应该先是说革命，再泛指一段时期吧。。。', '下次提意见请签名。', '如果我没记错，这句应该是英文版翻译过来的。']","['In any case, we should first talk about revolution, and then refer to a period of time in general. . .', 'Please sign for next comment.', 'If I remember correctly, this sentence should be translated from the English version.']","[('ad',), ('ad',), ('sd',)]"
还记得玻色子算符的对易关系吗？ 记得BCS理论库珀对产生/湮灭算符的对易关系吗？ 库珀对不是玻色子。,"['还记得玻色子算符的对易关系吗？', '记得BCS理论库珀对产生/湮灭算符的对易关系吗？', '库珀对不是玻色子。']","['Remember the commutation relation for boson operators?', ""Remember the BCS theory Cooper's commutation relation for the creation/annihilation operator?"", 'Cooper pairs are not bosons.']","[('qy',), ('qy',), ('sd',)]"
Chiefwei君，我當時說無理取鬧時是沒有看過討論頁，其實也沒有冒犯之意，只是平時遣詞都比較激烈。 有不當請原諒。,"['Chiefwei君，我當時說無理取鬧時是沒有看過討論頁，其實也沒有冒犯之意，只是平時遣詞都比較激烈。', '有不當請原諒。']","[""Mr. Chiefwei, I didn't read the discussion page when I said it was unreasonable. In fact, I didn't mean to offend. It's just that the words are usually more violent."", 'Please forgive me for any inappropriateness.']","[('sd',), ('fa',)]"
現在看了一下，有很多人都把泰山跳躍和攀繩這兩個關卡搞混了。 「攀繩」是第一舞台的最後一個關卡，要沿著繩子往上爬。 所以朝岡弘行及池谷直樹這兩人都是在攀繩時間到，並非泰山跳躍。,"['現在看了一下，有很多人都把泰山跳躍和攀繩這兩個關卡搞混了。', '「攀繩」是第一舞台的最後一個關卡，要沿著繩子往上爬。', '所以朝岡弘行及池谷直樹這兩人都是在攀繩時間到，並非泰山跳躍。']","['After looking at it now, many people confuse the two levels of Tarzan jumping and rope climbing.', '""Rope Climbing"" is the last level of the first stage, and you have to climb up the rope.', 'So Hiroyuki Asaoka and Naoki Iketani are both climbing the rope, not jumping from Mount Tai.']","[('sv',), ('sd',), ('sd',)]"
请至少把几天前首次评选时我所提反对票的意见解决后再来评选。 “同一来源多次引用未予合并，参注混杂，多处错误使用斜体”这些已经不属于语句通顺度这种可能有主观性的意见。,"['请至少把几天前首次评选时我所提反对票的意见解决后再来评选。', '“同一来源多次引用未予合并，参注混杂，多处错误使用斜体”这些已经不属于语句通顺度这种可能有主观性的意见。']","['Please at least resolve the negative votes I raised during the first selection a few days ago before coming back to the selection.', '""Multiple citations from the same source are not combined, references are mixed, and italics are used incorrectly in many places"" These are no longer possible subjective opinions such as sentence fluency.']","[('sv',), ()]"
長榮航空的年載數及客機數量在這已經有了。    —以上未簽名的留言由Benck（對話｜貢獻）於2014年1月14日 (二) 08:08加入。 已經更新了。,"['長榮航空的年載數及客機數量在這已經有了。', '—以上未簽名的留言由Benck（對話｜貢獻）於2014年1月14日 (二) 08:08加入。', '已經更新了。']","[""EVA Air's annual load and number of passenger aircraft are already available here."", '—The above unsigned comment was added by Benck (talk｜contribution) on January 14, 2014 (Tue) 08:08.', 'has already been updated.']","[('sd',), ('sd',), ('+',)]"
没有多大关系。 维基百科不是时事评论。 阁下关于恐怖主义确有独到见解，但更适合发布到报纸的社论或是贴吧之类的论坛。,"['没有多大关系。', '维基百科不是时事评论。', '阁下关于恐怖主义确有独到见解，但更适合发布到报纸的社论或是贴吧之类的论坛。']","[""It doesn't matter much."", 'Wikipedia is not current affairs commentary.', 'You do have unique opinions on terrorism, but they are more suitable for publishing in newspaper editorials or forums such as Tieba.']","[('sd',), ('sd',), ('sv',)]"
目前成都地铁条目中声称“截止2021年1月，成都地铁共有12条地铁线路，拥有373座运营车站（换乘站不重复计入）”、“换乘站不重复计算。 如果将换乘站分别计入各线路，则为424座车站”。,"['目前成都地铁条目中声称“截止2021年1月，成都地铁共有12条地铁线路，拥有373座运营车站（换乘站不重复计入）”、“换乘站不重复计算。', '如果将换乘站分别计入各线路，则为424座车站”。']","['At present, the Chengdu Metro entry states that ""As of January 2021, Chengdu Metro has 12 subway lines and 373 operating stations (transfer stations are not counted repeatedly)"" and ""Transfer stations are not counted repeatedly.', 'If the transfer stations are included in each line, there will be 424 stations.""']","[('sd',), ('^q',)]"
了解，那是我誤讀了，我自行劃掉。 我無意猜測Jarodalien大量提重審的理由，只單就Jarodalien的提案理由，我認為是無法說服我投noFA的。,"['了解，那是我誤讀了，我自行劃掉。', '我無意猜測Jarodalien大量提重審的理由，只單就Jarodalien的提案理由，我認為是無法說服我投noFA的。']","['Understood, that was my misreading, I crossed it out myself.', ""I don't intend to speculate on the reasons why Jarodalien raised a large number of retrials. I don't think it can convince me to vote for noFA just because of Jarodalien's proposal.""]","[('sd',), ()]"
所以先討論再改。 日治時代這種用法會讓想人到親日；而日據時代這用法則是想到反日教育。 我倒覺得老一輩叫日本時代這種用法，還比較不會有爭議。,"['所以先討論再改。', '日治時代這種用法會讓想人到親日；而日據時代這用法則是想到反日教育。', '我倒覺得老一輩叫日本時代這種用法，還比較不會有爭議。']","['So discuss it first.', 'During the Japanese occupation era, this usage reminds people of being pro-Japanese; while during the Japanese occupation era, this usage reminds people of anti-Japanese education.', 'I think the usage of the older generation calling it the Japanese era is relatively uncontroversial.']","[('ad',), ('sv',), ('sv',)]"
那要人造衛星才行。 正式翻譯個人建議找兩岸的官方通訊社，看他們翻譯的名字是什麼。 台灣的中央通訊社直接叫「輝夜姬」。,"['那要人造衛星才行。', '正式翻譯個人建議找兩岸的官方通訊社，看他們翻譯的名字是什麼。', '台灣的中央通訊社直接叫「輝夜姬」。']","['That would require artificial satellites.', 'For official translations, I personally suggest looking for official news agencies on both sides of the Taiwan Strait to see what names they translate.', 'Taiwan\'s Central News Agency directly called ""Kaguya Ji"".']","[('sv',), ('sd',), ('sd',)]"
原本主要是由ROC掌控，後來喪失給了共軍，因此使用「攻陷」還說得通。 但「解放」的意思就完全相反了，直接把海南島形容為處於ROC的束縛之中。,"['原本主要是由ROC掌控，後來喪失給了共軍，因此使用「攻陷」還說得通。', '但「解放」的意思就完全相反了，直接把海南島形容為處於ROC的束縛之中。']","['Originally it was mainly controlled by the ROC, but it was later lost to the Communists, so the use of ""capture"" made sense.', 'But the meaning of ""liberation"" is completely opposite, directly describing Hainan Island as being under the shackles of the ROC.']","[('sv',), ('sd',)]"
文章中我自己也常會出現上述問題，不過只要是能理解的狀況其實大都能接受。 以往我的做法是將寫好的內容請不懂日文的人幫我看一次，照他不明白的地方去修改。,"['文章中我自己也常會出現上述問題，不過只要是能理解的狀況其實大都能接受。', '以往我的做法是將寫好的內容請不懂日文的人幫我看一次，照他不明白的地方去修改。']","['I often have the above-mentioned problems in the article, but as long as it is understandable, most of them can be accepted.', 'In the past, my practice was to ask someone who does not understand Japanese to read the written content for me, and to modify it according to what he did not understand.']","[('sv',), ('sd',)]"
我同意按照原来的方式将两列分开。 龈腭音和硬腭音的合并会造成很多问题，咽音和会厌音的合并也远非学界定论。 不晓得为什么英语维基百科的编辑者作出了这种小聪明式的编辑，中文维基百科完全没有必要学他们。,"['我同意按照原来的方式将两列分开。', '龈腭音和硬腭音的合并会造成很多问题，咽音和会厌音的合并也远非学界定论。', '不晓得为什么英语维基百科的编辑者作出了这种小聪明式的编辑，中文维基百科完全没有必要学他们。']","['I agree with splitting the two columns in the original way.', 'The merging of alveopalatal and palatal sounds can cause many problems, and the merging of pharyngeal and epiglottic sounds is far from a scientific definition.', ""I don't know why the editors of the English Wikipedia made such clever edits. There is absolutely no need to learn from them on the Chinese Wikipedia.""]","[('aa', 'sd'), (), ('sd',)]"
依民國89年7月1日(2000年7月1日) 開始實施「中央銀行發行新台幣辦法」第二條規定，中華民國貨幣（即國幣）即為新台幣。 若以目前網頁上使用地所標註[中華民國台灣地區]將失其特殊性。,"['依民國89年7月1日(2000年7月1日) 開始實施「中央銀行發行新台幣辦法」第二條規定，中華民國貨幣（即國幣）即為新台幣。', '若以目前網頁上使用地所標註[中華民國台灣地區]將失其特殊性。']","['In accordance with Article 2 of the ""Measures for the Issuance of New Taiwan Dollars by the Central Bank"" that came into effect on July 1, 1989 (July 1, 2000), the currency of the Republic of China (that is, the national currency) is the New Taiwan Dollar.', 'If it is marked with [Taiwan, Republic of China] where it is currently used on the webpage, it will lose its particularity.']","[('sd',), ('sd',)]"
－不是未翻譯，而是刻意保留。 而且哪裡見得是「大量」？ 頂多是「射法八節」及「參考資料」等地方而已。,"['－不是未翻譯，而是刻意保留。', '而且哪裡見得是「大量」？', '頂多是「射法八節」及「參考資料」等地方而已。']","['- Not untranslated, but reserved on purpose.', 'And where is the ""large amount""?', 'At most, it\'s just places such as ""Eight Sections of Shooting Method"" and ""Reference Materials"".']","[('sv',), ('qw',), ('sd',)]"
"基本上但是推薦標準中有一條近期：在推薦日之前5日內，創建或進行過重大增訂。 的規定，此條目在6月5日（4,511 位元組）正式完成，但是大部分內容在6月1日（4,097 位元組）就已經寫完了。","['基本上但是推薦標準中有一條近期：在推薦日之前5日內，創建或進行過重大增訂。', '的規定，此條目在6月5日（4,511 位元組）正式完成，但是大部分內容在6月1日（4,097 位元組）就已經寫完了。']","['Basically, there is a recent item in the recommendation criteria: within 5 days before the recommendation date, a major update was created or made.', 'According to the regulations, this article was officially completed on June 5 (4,511 bytes), but most of the content was written on June 1 (4,097 bytes).']","[('sd',), ('sd',)]"
把人物簡介的完整版搬到了海賊王的登場人物一覽。 人物一覽的日文版本寫得很不錯，也許可以作為參考。 希望在海賊王主條目裡面的能夠把重點更放在故事簡介上:)。,"['把人物簡介的完整版搬到了海賊王的登場人物一覽。', '人物一覽的日文版本寫得很不錯，也許可以作為參考。', '希望在海賊王主條目裡面的能夠把重點更放在故事簡介上:)。']","['Moved the full version of the character profile to the list of characters appearing in One Piece.', 'The Japanese version of the character list is well written and may serve as a reference.', 'I hope that in the main article of One Piece, the focus can be more on the introduction of the story :).']","[('sd',), ('sd',), ()]"
堅決反對用這種理由提出撤銷，此非翻譯條目，為何一定要和英文版相比？ 中文維基對條目該有自己的立場與見解，而不是一味的和其他語言相比。,"['堅決反對用這種理由提出撤銷，此非翻譯條目，為何一定要和英文版相比？', '中文維基對條目該有自己的立場與見解，而不是一味的和其他語言相比。']","['We firmly oppose the withdrawal on this ground. Why must this non-translated entry be compared with the English version?', 'The Chinese Wikipedia should have its own position and opinions on articles, rather than blindly comparing them with other languages.']","[('qw',), ('sv',)]"
我偷偷地编辑犹太人，居然还被“听说”了。 哈哈哈，让我受宠若惊啊。 1、犹太人的方言已经翻译完毕（开始以为这些词很生僻，结果都google到了，感谢藏骨兄指正）。,"['我偷偷地编辑犹太人，居然还被“听说”了。', '哈哈哈，让我受宠若惊啊。', '1、犹太人的方言已经翻译完毕（开始以为这些词很生僻，结果都google到了，感谢藏骨兄指正）。']","['I secretly edited Jews, and I was ""heard"" about it.', ""Hahaha, I'm flattered."", '1. The Jewish dialect has been translated (at first I thought these words were uncommon, but I googled them all, thanks to Brother Zanggu for correcting me).']","[('sd',), ('sd',), ('sd',)]"
文中说对概率论有贡献的其他数学家“包括。。。。。。。 苏联数学家科莫尔果洛夫”，这样的话让人失望，因为它是现代公理化概率论的奠基人呢。,"['文中说对概率论有贡献的其他数学家“包括。。。。。。。', '苏联数学家科莫尔果洛夫”，这样的话让人失望，因为它是现代公理化概率论的奠基人呢。']","['The paper states that other mathematicians who have contributed to probability theory ""include . . .', 'The Soviet mathematician Komorgolov"", this is disappointing, because it is the founder of modern axiomatic probability theory.']","[('sd',), ('sv',)]"
藏語和阿洛語名出自何處？ 如果能確保藏語名正確，其實中文化很簡單。,"['藏語和阿洛語名出自何處？', '如果能確保藏語名正確，其實中文化很簡單。']","['Where do the Tibetan and Alo names come from?', 'If you can ensure that the Tibetan names are correct, Chinese culture is actually very simple.']","[('qw',), ('sv',)]"
介绍他如何提出了它，当时的人们如何反应，这件事如何影响了爱因斯坦的人生轨迹。 到“主要科學成就”一章，再从物理学的角度介绍狭义相对论的两大假设、推论、应用、在物理学中的地位等等内容。,"['介绍他如何提出了它，当时的人们如何反应，这件事如何影响了爱因斯坦的人生轨迹。', '到“主要科學成就”一章，再从物理学的角度介绍狭义相对论的两大假设、推论、应用、在物理学中的地位等等内容。']","[""Introduce how he proposed it, how people reacted at the time, and how this incident affected the trajectory of Einstein's life."", 'Go to the chapter ""Main Scientific Achievements"", and then introduce the two major assumptions, inferences, applications, and status in physics of special relativity from the perspective of physics.']","[('sd',), ('ad',)]"
Cncs把“源头”段修改为“历史与变迁”是不对的。 我在原文里只讲述了人们对黄河源头的认识过程，而不是整个黄河的历史与变迁。 所以我又改回我原来的编辑了。,"['Cncs把“源头”段修改为“历史与变迁”是不对的。', '我在原文里只讲述了人们对黄河源头的认识过程，而不是整个黄河的历史与变迁。', '所以我又改回我原来的编辑了。']","['It is wrong for Cncs to modify the paragraph ""Source"" to ""History and Change"".', ""In the original article, I only described the process of people's understanding of the source of the Yellow River, not the history and changes of the entire Yellow River."", 'So I changed back to my original edit.']","[(), ('sd',), ('sd',)]"
