Utterance,Sentences,Translated Sentences,Dialog Acts
別にリバートされたわけではないのですが、間違った言語間リンクははずされるべきだと思うので、どうなんでしょうということなのですよね。 張り替えたくても適切な項目がないわけですし。,"['別にリバートされたわけではないのですが、間違った言語間リンクははずされるべきだと思うので、どうなんでしょうということなのですよね。', '張り替えたくても適切な項目がないわけですし。']","[""It's not like it was reverted, but I think the wrong interlanguage link should be removed, so what do you think?"", 'Even if you want to replace it, there is no suitable item.']","[('qo',), ('sv',)]"
「沈んだ世界」「燃える世界」「結晶世界」の破滅三部作となっている。 だれがどう考えても、変だ。 「狂風世界」「沈んだ世界」「燃える世界」「結晶世界」の破滅四部作だろう。,"['「沈んだ世界」「燃える世界」「結晶世界」の破滅三部作となっている。', 'だれがどう考えても、変だ。', '「狂風世界」「沈んだ世界」「燃える世界」「結晶世界」の破滅四部作だろう。']","['It is a ruined trilogy of ""Sunken World"", ""Burning World"" and ""Crystal World"".', ""No matter what anyone thinks, it's strange."", ""It would be a doomed tetralogy of 'Mad World', 'Sunken World', 'Burning World' and 'Crystal World'.""]","[('sv',), ('sd',), ('sv',)]"
「神経毒性が確実」だとまでは記述されていませんよね。 失礼しました。 丁寧な説明ありがとうございます。,"['「神経毒性が確実」だとまでは記述されていませんよね。', '失礼しました。', '丁寧な説明ありがとうございます。']","['It doesn\'t go so far as to say that it is ""certainly neurotoxic"".', 'excuse me.', 'Thank you for your detailed explanation.']","[(), ('fa',), ('ft',)]"
翻訳元のVǫlvaで、「昔の記録」の節の正確性が問われています。 詳細は:en:Talk:Völva#Early accountsを参照下さい。,"['翻訳元のVǫlvaで、「昔の記録」の節の正確性が問われています。', '詳細は:en:Talk:Völva#Early accountsを参照下さい。']","['In the original Vǫlva, the accuracy of the ""Old Records"" section is questioned.', 'See :en:Talk:Völva#Early accounts for details.']","[('sd',), ('sd',)]"
6月下旬から、一段のレベルUPを目指して、全面の見直しに取り組みました。 不都合な投稿がありましたら、差し戻して下さい。 尚、現地情報は多くの部分を「外部リンク」に頼ることにしました。,"['6月下旬から、一段のレベルUPを目指して、全面の見直しに取り組みました。', '不都合な投稿がありましたら、差し戻して下さい。', '尚、現地情報は多くの部分を「外部リンク」に頼ることにしました。']","['From the end of June, we worked on a full-scale review with the aim of further improving the level.', 'If there is an inconvenient post, please send it back.', 'In addition, I decided to rely on ""external links"" for most of the local information.']","[('sd',), ('^q',), ('sd',)]"
本記事の「上海南駅の赤ん坊」の項は、かなり以前から上海南駅の赤ん坊と重複しています。 王小亭はこの写真によっても知られていますが、その後の写真家人生もありまして、朝鮮戦争などにも行っているようです。,"['本記事の「上海南駅の赤ん坊」の項は、かなり以前から上海南駅の赤ん坊と重複しています。', '王小亭はこの写真によっても知られていますが、その後の写真家人生もありまして、朝鮮戦争などにも行っているようです。']","['The ""Baby at Shanghai South Railway Station"" section of this article has been overlapping with the Baby at Shanghai South Railway Station for quite some time.', 'Wang Xiaotong is also known for this photo, but he also had a career as a photographer after that, and seems to have been involved in the Korean War.']","[('sd',), ('sd',)]"
統合依頼から来ました。 議論を拝見しましたが、現状で反対意見がほとんどを占める中、統合・リダイレクトを強行したという点で問題があると判断いたします。,"['統合依頼から来ました。', '議論を拝見しましたが、現状で反対意見がほとんどを占める中、統合・リダイレクトを強行したという点で問題があると判断いたします。']","['I came from an integration request.', 'I have seen the discussion, but I believe that there is a problem in the point that the integration and redirection were forcibly carried out in the current situation where most of the opinions are against it.']","[('sd',), ('sv',)]"
可読性確保のため、インデント戻します。 雛鳥さんのコメントを拝見させて頂きました。,"['可読性確保のため、インデント戻します。', '雛鳥さんのコメントを拝見させて頂きました。']","['Indented back for readability.', ""I saw Hinatori's comment.""]","[('sd',), ('sd',)]"
デビュー作品を修正しました。 修正前：吉川千秋（マジカノ） 修正後：恩田赤（ＲＥＣ) 変更理由： （１）作品としては、ＲＥＣの「恩田赤」役を担当した時期が早かった。,"['デビュー作品を修正しました。', '修正前：吉川千秋（マジカノ） 修正後：恩田赤（ＲＥＣ) 変更理由： （１）作品としては、ＲＥＣの「恩田赤」役を担当した時期が早かった。']","['Fixed the debut work.', 'Before correction: Chiaki Yoshikawa (Magicano) After correction: Aka Onda (REC) Reason for change: (1) As for the work, the time when I was in charge of ""Aka Onda"" of REC was early.']","[(), ('sd',)]"
中間報告、お疲れさまです。 ネバドデルルイスについては、防災科学技術研究所のこのページだけでも「ネバドデルルイス火山」「ネバド・デル・ルイス火山」「ルイス火山」の3例が確認できます。,"['中間報告、お疲れさまです。', 'ネバドデルルイスについては、防災科学技術研究所のこのページだけでも「ネバドデルルイス火山」「ネバド・デル・ルイス火山」「ルイス火山」の3例が確認できます。']","['Thank you for the interim report.', 'Regarding Nevado del Ruiz, you can see three examples of ""Nevado del Ruiz volcano"", ""Nevado del Ruiz volcano"" and ""Ruiz volcano"" on this page alone of the National Research Institute for Earth Science and Disaster Resilience.']","[('fc',), ('sd',)]"
他のページがやっているからOKなのですか？ また、議論している人が多ければ結論がどうであれ中立的なんですか？ そうではないでしょう。,"['他のページがやっているからOKなのですか？', 'また、議論している人が多ければ結論がどうであれ中立的なんですか？', 'そうではないでしょう。']","['Is it OK because other pages are doing it?', 'Also, if there are many people discussing it, is it neutral regardless of the conclusion?', ""I don't think so.""]","[('qy',), ('qh',), ()]"
Wikipedia英語版には西澤教授の名前がない。 業績が否定されるにしろ修正されるにしろ、Charles K. Kaoの名前があって西澤教授の名前がないというのはおかしいでしょう。,"['Wikipedia英語版には西澤教授の名前がない。', '業績が否定されるにしろ修正されるにしろ、Charles K. Kaoの名前があって西澤教授の名前がないというのはおかしいでしょう。']","[""Wikipedia English version does not have Professor Nishizawa's name."", ""Whether the work is denied or corrected, it would be strange to have Charles K. Kao's name and not Professor Nishizawa's name.""]","[('sd',), ('sv',)]"
言葉足らずで申し訳ありません。 たぶんこういったかたちの方が、新規視聴者の方も見やすいかなと思います。 最終的に、シーズンも外したほうが良いかなとも思いますが、そのあたりはお任せします。,"['言葉足らずで申し訳ありません。', 'たぶんこういったかたちの方が、新規視聴者の方も見やすいかなと思います。', '最終的に、シーズンも外したほうが良いかなとも思いますが、そのあたりはお任せします。']","['Sorry for the lack of words.', 'I think this kind of format is probably easier for new viewers to see.', ""Ultimately, I think it would be better to remove the season as well, but I'll leave that up to you.""]","[('fa',), ('sv',), ('sv',)]"
「ただの荒らしにしか見えない」ってまた人格攻撃ですか。 冷静にお願いしますよ。,"['「ただの荒らしにしか見えない」ってまた人格攻撃ですか。', '冷静にお願いしますよ。']","['Is it another personal attack that ""it looks like nothing more than a troll""?', 'Please keep calm.']","[('qy',), ('ad',)]"
直前に少し編集したのですが、その時は恥ずかしながら全然気付いてませんでした。 私が言って良いものか分かりませんが、ご指摘ありがとうございます。,"['直前に少し編集したのですが、その時は恥ずかしながら全然気付いてませんでした。', '私が言って良いものか分かりませんが、ご指摘ありがとうございます。']","[""I edited it a little just before, but I was ashamed to say that I didn't notice it at all at that time."", ""I don't know if I should say this, but thank you for pointing it out.""]","[('sd',), ('sd',)]"
そう言われましても、「天動説」という語は元々日本語にあった概念ではなく、geocentric modelの訳です。 本来の意味を直訳すると、「地球中心説」になります（それは本文中に言及があります）。,"['そう言われましても、「天動説」という語は元々日本語にあった概念ではなく、geocentric modelの訳です。', '本来の意味を直訳すると、「地球中心説」になります（それは本文中に言及があります）。']","['Even if you say so, the word ""Phenomenal theory"" is not a concept that originally existed in Japanese, but is a translation of the geocentric model.', 'The literal translation of the original meaning is ""geocentric theory"" (it is mentioned in the text).']","[('sd',), ('sd',)]"
GDPデフレーターは、マクロ経済全体の物価の動向を知る上で重要な指標である。 経済学者の岩田規久男は「GDPデフレーターは、GDPの価格」という説明の仕方をしている。,"['GDPデフレーターは、マクロ経済全体の物価の動向を知る上で重要な指標である。', '経済学者の岩田規久男は「GDPデフレーターは、GDPの価格」という説明の仕方をしている。']","['The GDP deflator is an important indicator for understanding price trends in the macroeconomy as a whole.', 'Economist Kikuo Iwata explains that the GDP deflator is the GDP price.']","[('sv',), ('sd',)]"
（賛成）この項目に限らず保護状態はある程度ほとぼりが冷めたら迅速に解除すべきだと思います。 今回の件も保護から8ヶ月以上経過しており、新連載も落ち着いてきたことから保護を継続する意味はありません。,"['（賛成）この項目に限らず保護状態はある程度ほとぼりが冷めたら迅速に解除すべきだと思います。', '今回の件も保護から8ヶ月以上経過しており、新連載も落ち着いてきたことから保護を継続する意味はありません。']","['(Agree) I think that the protection status should be canceled as soon as it cools down to some extent, not just this item.', 'It has been more than 8 months since this case was protected, and since the new series has settled down, there is no point in continuing the protection.']","[('aa', 'fc'), ('sd',)]"
お答えします。 ＞『最小限の引用』というものをよくよく検討してもらいたいものです。 まず、731部隊員の証言集というものは膨大です。,"['お答えします。', '＞『最小限の引用』というものをよくよく検討してもらいたいものです。', 'まず、731部隊員の証言集というものは膨大です。']","['I will answer.', '> I want you to think very carefully about ""minimum citations"".', 'First of all, the collection of testimonies of Unit 731 members is huge.']","[(), ('ad',), ('sv',)]"
お返事ありがとうございます。 読解力が無くてすみません、お話しについて納得できました。,"['お返事ありがとうございます。', '読解力が無くてすみません、お話しについて納得できました。']","['thank you for your reply.', ""I'm sorry for my poor reading comprehension, but I understand what you're saying.""]","[('fc',), ('fa',)]"
そうですか？ であれば、と読むのが間違いであるという明確な論拠をお示しいただきたい。,"['そうですか？', 'であれば、と読むのが間違いであるという明確な論拠をお示しいただきたい。']","['is that so?', 'If so, please show me a clear argument that it is wrong to read that.']","[('bh',), ('ad',)]"
DARKER THAN BLACK -漆黒の花-をこの項目へ統合することを提案します。 単独記事として成立させるにはあまりに記述が少なく、時期尚早であるように思います。,"['DARKER THAN BLACK -漆黒の花-をこの項目へ統合することを提案します。', '単独記事として成立させるにはあまりに記述が少なく、時期尚早であるように思います。']","['We propose to merge DARKER THAN BLACK into this item.', 'I think it is premature because there are too few descriptions to establish it as a stand-alone article.']","[('sd',), ('sv',)]"
それをしていただけるととてもありがたいです。 結局私が何回直しても突然英語力が跳ね上がるわけでもないので品質面で大きく改善はしないと思います。,"['それをしていただけるととてもありがたいです。', '結局私が何回直しても突然英語力が跳ね上がるわけでもないので品質面で大きく改善はしないと思います。']","['I would be very grateful if you could do that.', ""After all, no matter how many times I correct it, my English ability will not suddenly jump up, so I don't think there will be a big improvement in terms of quality.""]","[('sd',), ('sd',)]"
もしどうしても変えたいなら「Apple inc.」でしょうか。 「Apple」には明確に反対です。,"['もしどうしても変えたいなら「Apple inc.」でしょうか。', '「Apple」には明確に反対です。']","['If you really want to change it, is it ""Apple inc.""?', 'Clearly against ""Apple"".']","[('qy',), ('aa',)]"
こちらでの一連のやり取りを拝見させていただいていたものです。 一応オブザーバーとして、この現象についてのプロダクションからの言及があった事をお伝えします。,"['こちらでの一連のやり取りを拝見させていただいていたものです。', '一応オブザーバーとして、この現象についてのプロダクションからの言及があった事をお伝えします。']","['I have seen a series of exchanges here.', 'As an observer, I would like to inform you that there was a mention from the production about this phenomenon.']","[('sd',), ('sd',)]"
コメントありがとうございます。 こちらこそよろしくお願い致します。 広域行政区と街のお話、カーニバルのお話は興味深いと思いますので、記事内で言及して頂けるとうれしいです。,"['コメントありがとうございます。', 'こちらこそよろしくお願い致します。', '広域行政区と街のお話、カーニバルのお話は興味深いと思いますので、記事内で言及して頂けるとうれしいです。']","['Thank you for your comment.', 'Thank you very much.', 'I think that the story of the regional administrative district and the city, and the story of the carnival is interesting, so I would be happy if you could mention it in the article.']","[('fc',), ('fc',), ('sv',)]"
ご苦労様です。 依頼しました者です。 機械翻訳で意味不明だったので、詳しい方に頼むことにしました。,"['ご苦労様です。', '依頼しました者です。', '機械翻訳で意味不明だったので、詳しい方に頼むことにしました。']","['Thank you for your hard work.', 'I am the person who requested it.', 'Machine translation was unclear, so I decided to ask someone who knows.']","[('fc',), ('sd',), ('sd',)]"
そうなりますけど医学辞典・医学用語英語辞典にも載ってない言葉ですからね（最近のじゃないからかもしれないけど）。 海外ですら認知度が高くないのでかなり気長にいたほうが良いと思いますよ。,"['そうなりますけど医学辞典・医学用語英語辞典にも載ってない言葉ですからね（最近のじゃないからかもしれないけど）。', '海外ですら認知度が高くないのでかなり気長にいたほうが良いと思いますよ。']","[""That's right, but it's a word that isn't listed in medical dictionaries or medical English dictionaries (maybe because it's not recent)."", ""It's not well known even overseas, so I think it's better to be patient.""]","[('sd',), ('sv',)]"
Nickel 2 Trainさんのご意見に賛成。 「顔がよく分かる」という観点からすれば、上皇や上皇后の画像も顔がアップになったものを使用するのもよいかもしれません。,"['Nickel 2 Trainさんのご意見に賛成。', '「顔がよく分かる」という観点からすれば、上皇や上皇后の画像も顔がアップになったものを使用するのもよいかもしれません。']","['Agree with Nickel 2 Train.', ""From the point of view of ``recognizing the face well,'' it may be a good idea to use a close-up image of the retired emperor and empress.""]","[('sd',), ()]"
瞑想の「弊害・危険性」に対して、多様な論点が示され、以前の偏りが軽減されました。 当初の指摘に対してこの節の改善がなされて良かったと思います。,"['瞑想の「弊害・危険性」に対して、多様な論点が示され、以前の偏りが軽減されました。', '当初の指摘に対してこの節の改善がなされて良かったと思います。']","['A variety of arguments were presented against the ""harms and dangers"" of meditation, and the previous bias was reduced.', 'I think that it was good that this section was improved in response to the initial indication.']","[('sd',), ('sv',)]"
本当ですね。 何で勘違いしちゃったんでしょうか（汗。 パッケージを確認したところ、「メタルギアソリッドV グラウンド・ゼロズ」と表記されていました。,"['本当ですね。', '何で勘違いしちゃったんでしょうか（汗。', 'パッケージを確認したところ、「メタルギアソリッドV グラウンド・ゼロズ」と表記されていました。']","[""That's right."", 'What did you misunderstand (sweat.', 'When I checked the package, it was written as ""Metal Gear Solid V Ground Zeroes"".']","[('aa',), (), ()]"
タイガさん、申し訳ございませんでした。 方針のページを見たのですが、全角スペースと半角スペースの違いというのは何なのでしょう、すみません、初心者で・・・。,"['タイガさん、申し訳ございませんでした。', '方針のページを見たのですが、全角スペースと半角スペースの違いというのは何なのでしょう、すみません、初心者で・・・。']","[""Taiga, I'm sorry."", 'I saw the policy page, but what is the difference between full-width spaces and half-width spaces?']","[('fa',), ()]"
題名はマゼンタではなく、マジェンタにすべきかと。 これは、イタリアの地名に由来するのですが、イタリア語でも英語でも発音はマジェンタです。 あえて誤音マゼンタを題名に採用するのは如何なものかと。,"['題名はマゼンタではなく、マジェンタにすべきかと。', 'これは、イタリアの地名に由来するのですが、イタリア語でも英語でも発音はマジェンタです。', 'あえて誤音マゼンタを題名に採用するのは如何なものかと。']","['Should the title be magenta instead of magenta?', 'It comes from a place name in Italy, but it is pronounced magenta in both Italian and English.', 'How is it to dare to adopt the false sound magenta as the title?']","[('qy',), ('sd',), ('qw',)]"
大変失礼な言い方で申し訳ありませんが、内容云々以前の問題です。 Wikipedia:ページの分割と統合をご理解頂き、記載された手順に従って下さい。,"['大変失礼な言い方で申し訳ありませんが、内容云々以前の問題です。', 'Wikipedia:ページの分割と統合をご理解頂き、記載された手順に従って下さい。']","[""I'm sorry for the very rude way of saying it, but it's a problem before the content."", 'Wikipedia:Familiarize yourself with splitting and merging pages and follow the steps described.']","[('sv',), ('sd',)]"
これ書いたの、東急インの宣伝担当さんですか？ 事実は事実として、淡々と記述すべき（内容が間違いとは云うつもりはない）だが、現状は単なる宣伝文体でしかない。,"['これ書いたの、東急インの宣伝担当さんですか？', '事実は事実として、淡々と記述すべき（内容が間違いとは云うつもりはない）だが、現状は単なる宣伝文体でしかない。']","['Are you the person in charge of publicity for Tokyu Inn who wrote this?', ""Facts should be described in a matter-of-fact manner (I don't mean to say that the content is wrong), but the current situation is nothing more than a propaganda style.""]","[('qy',), ()]"
横から失礼します。 外国漢字地名における日本語の読み方は非常に複雑です。 一言で説明すると、日本との歴史的背景があります。,"['横から失礼します。', '外国漢字地名における日本語の読み方は非常に複雑です。', '一言で説明すると、日本との歴史的背景があります。']","[""You'll excuse me from the side."", 'The Japanese pronunciation of foreign kanji place names is very complicated.', 'In a nutshell, there is a historical background with Japan.']","[('sd',), ('sv',), ('sv',)]"
過去からの販売実績をみれば、あなたの言うような結論にはならないでしょう。 リコール隠しは、この会社の販売低下の主たる要因ですが、長期的にも販売減少に歯止めがかかっていないのは、明らかです。,"['過去からの販売実績をみれば、あなたの言うような結論にはならないでしょう。', 'リコール隠しは、この会社の販売低下の主たる要因ですが、長期的にも販売減少に歯止めがかかっていないのは、明らかです。']","[""Looking at past sales performance, I don't think you'll come to the conclusion you're making."", ""Concealed recalls are a major contributor to the company's declining sales, but it's clear that the long-term decline is unstoppable.""]","[('sv',), ('sv',)]"
般的に、「そのものの説明」＝百科事典、「説明＋交通手段」＝観光ガイドですね。 Wikipediaの他の施設の項目でも、交通手段は記載していないはずですよ。,"['般的に、「そのものの説明」＝百科事典、「説明＋交通手段」＝観光ガイドですね。', 'Wikipediaの他の施設の項目でも、交通手段は記載していないはずですよ。']","['In general, ""explanation of the thing"" = encyclopedia, ""explanation + means of transportation"" = tourist guide.', ""Even in Wikipedia's other facility items, transportation should not be listed.""]","[('sd',), ('sd',)]"
出典を確認しました。 引用します。 十一隻の駆逐艦長、駆逐隊司令を三回、水雷戦隊司令官を三回、戦隊司令官を二回、その間に高速戦艦「金剛」艦長。,"['出典を確認しました。', '引用します。', '十一隻の駆逐艦長、駆逐隊司令を三回、水雷戦隊司令官を三回、戦隊司令官を二回、その間に高速戦艦「金剛」艦長。']","['I checked the source.', 'Quote.', '11 destroyer captains, 3 times destroyer commander, 3 times torpedo squadron commander, 2 times squadron commander, and in between, captain of high-speed battleship ""Kongo"".']","[('sd',), (), ('sd',)]"
中立から、「強く反対する」に、票を投じます。 α炭素はMediaWikiの仕様としてΑ炭素に変換されたURLを持ちます。,"['中立から、「強く反対する」に、票を投じます。', 'α炭素はMediaWikiの仕様としてΑ炭素に変換されたURLを持ちます。']","['Vote from Neutral to ""Strongly Disagree"".', ""Alpha carbon has URLs converted to alpha carbon as per MediaWiki's specification.""]","[(), ('sd',)]"
観察日記の過程で瑣末過ぎる説明も多いような気がします。 特にゲストキャラに関しては、プロジェクト:アニメ/過剰な内容の整理の基準に露骨に引っかかってますし。,"['観察日記の過程で瑣末過ぎる説明も多いような気がします。', '特にゲストキャラに関しては、プロジェクト:アニメ/過剰な内容の整理の基準に露骨に引っかかってますし。']","['I feel that there are many explanations that are too trivial in the process of the observation diary.', ""Especially regarding the guest characters, it's blatantly caught up in the project: animation/excessive contents arrangement standard.""]","[('sv',), ()]"
（インデント戻し）削除依頼が相当期間放置されていましたので、かなり加筆が進んでしまいました。 中抜き削除をしても現在の内容が残るよう、以下の手順で統合のやり直しを行いました。,"['（インデント戻し）削除依頼が相当期間放置されていましたので、かなり加筆が進んでしまいました。', '中抜き削除をしても現在の内容が残るよう、以下の手順で統合のやり直しを行いました。']","['(Indentation back) Since the deletion request was left for a considerable period of time, I have made considerable progress.', 'In order to keep the current contents even if the middle part is deleted, the integration was redone according to the following procedure.']","[(), ('sd',)]"
原作とアニメで話が異なる点が多々あるため、記述がかなり増えてしまいます。 そこで考えたのですが、鉄腕バーディーの登場人物を分割してみてはどうでしょうか。,"['原作とアニメで話が異なる点が多々あるため、記述がかなり増えてしまいます。', 'そこで考えたのですが、鉄腕バーディーの登場人物を分割してみてはどうでしょうか。']","['Since there are many points where the story differs between the original and the anime, the description will increase considerably.', 'That got me thinking, how about splitting up the characters in Astro Boy Birdie?']","[('sv',), ('sd',)]"
"結局、「フリーソフト」と「フリーウェア」のどちらに統合することが良いのでしょうか？ Googleの検索結果は、 フリーソフト - 939,000 フリーウェア - 389,000 となります。","['結局、「フリーソフト」と「フリーウェア」のどちらに統合することが良いのでしょうか？', 'Googleの検索結果は、 フリーソフト - 939,000 フリーウェア - 389,000 となります。']","['After all, is it better to integrate into ""free software"" or ""freeware""?', 'Google search results are Free Software - 939,000 Freeware - 389,000.']","[('qy',), ('sd',)]"
改名自体には反対しませんが、年が明けてからでも遅くはないかと思います。 あと、年度毎の記事名にタイトルスポンサー名は不要でしょう。,"['改名自体には反対しませんが、年が明けてからでも遅くはないかと思います。', 'あと、年度毎の記事名にタイトルスポンサー名は不要でしょう。']","[""I'm not opposed to the name change itself, but I think it won't be too late even after the new year."", 'Also, the name of the title sponsor is unnecessary for the article name for each year.']","[('sv',), ('sd',)]"
あくまで「私の知っている範囲の話」でしかないのでウィキペディアには書けません。 出典、資料を探してください。,"['あくまで「私の知っている範囲の話」でしかないのでウィキペディアには書けません。', '出典、資料を探してください。']","['I can\'t write it on Wikipedia because it\'s only ""the story as far as I know"".', 'Look for sources and materials.']","[('sd',), ()]"
津波の編集をみて気づきましたが、少なくともどの記事においてもあの写真を貼る場所は現在のjawpには存在しないと思います。 著作権的にもまずい画像ですし、排除しておくことに賛成いたします。,"['津波の編集をみて気づきましたが、少なくともどの記事においてもあの写真を貼る場所は現在のjawpには存在しないと思います。', '著作権的にもまずい画像ですし、排除しておくことに賛成いたします。']","[""I noticed after seeing the editing of tsunami, but I don't think there is a place in the current jawp to post that photo, at least in any article."", ""It's a bad image in terms of copyright, and I agree with removing it.""]","[(), ('sv',)]"
論文検索しましたが、論文の日本語検索ではほとんど後ウマイヤ朝ですね。 後ウマイヤ朝という表現に非常に疑問がありますが。 邦訳がいまいちでそれが定着してしまったという感じなのでしょうか。,"['論文検索しましたが、論文の日本語検索ではほとんど後ウマイヤ朝ですね。', '後ウマイヤ朝という表現に非常に疑問がありますが。', '邦訳がいまいちでそれが定着してしまったという感じなのでしょうか。']","['I searched for papers, but most of the papers in Japanese are from the late Umayyad dynasty.', 'I am very skeptical about the term post-Umayyad dynasty.', 'Is it a feeling that the Japanese translation is not good enough and it has become established?']","[('sd',), ('sd',), ('qy',)]"
こんにちは。 中島さん以外のメンバー単独の記事（項目）の作成に「問題がない」かどうかは、以下を踏まえてご判断ください。,"['こんにちは。', '中島さん以外のメンバー単独の記事（項目）の作成に「問題がない」かどうかは、以下を踏まえてご判断ください。']","['Hello.', 'Please judge whether there is ""no problem"" in creating articles (items) by members other than Mr. Nakajima based on the following.']","[('fp',), ('ad',)]"
そうでしょうか。 研究史としては異端思想としての研究が先行しているように見えますが。,"['そうでしょうか。', '研究史としては異端思想としての研究が先行しているように見えますが。']","['What so.', 'In terms of research history, it seems that research as a heretical thought has preceded.']","[(), ('sd',)]"
>製紙技術の日本への伝来は、地理的条件からヨーロッパへの伝来と比較して500年以上も早い。 この記述だけではパピルスとの違いで誤解を招くのではないでしょうか。,"['>製紙技術の日本への伝来は、地理的条件からヨーロッパへの伝来と比較して500年以上も早い。', 'この記述だけではパピルスとの違いで誤解を招くのではないでしょうか。']","['>The introduction of papermaking technology to Japan is more than 500 years earlier than the introduction to Europe due to geographical conditions.', 'This description alone may be misleading as it is different from papyrus.']","[('sd',), ()]"
この記事は、主観が満載だな。 まあ、記事の主題が主題だからしかたないか。 カルト映画一覧について。,"['この記事は、主観が満載だな。', 'まあ、記事の主題が主題だからしかたないか。', 'カルト映画一覧について。']","['This article is full of subjectivity.', ""Well, it can't be helped because the subject of the article is the subject."", 'About the list of cult movies.']","[('sd',), ('sv',), ('sd',)]"
この編集について説明します。 「ミサ」はカトリック用語です。 これをもし挙げてしまうのであれば、「聖体礼儀」「聖餐式」も冒頭で挙げなければならなくなり、キリがなくなるでしょう。,"['この編集について説明します。', '「ミサ」はカトリック用語です。', 'これをもし挙げてしまうのであれば、「聖体礼儀」「聖餐式」も冒頭で挙げなければならなくなり、キリがなくなるでしょう。']","[""Let's talk about this edit."", '""Mass"" is a Catholic term.', 'If I were to list this, I would have to list ""Ecclesiastical Liturgy"" and ""Holy Communion"" at the beginning, and there would be no end.']","[('ad',), ('sd',), ('sd',)]"
旦保護されていた版まで差し戻した理由について説明します。 要約欄にも書きましたが、とても百科事典とは思えない、あたかもブログかファンサイトとしか思えない状況になっていました。,"['旦保護されていた版まで差し戻した理由について説明します。', '要約欄にも書きましたが、とても百科事典とは思えない、あたかもブログかファンサイトとしか思えない状況になっていました。']","['I will explain why I reverted to the protected version.', 'As I wrote in the summary column, I could not think of it as an encyclopedia at all, I could only think of it as a blog or fan site.']","[('sd',), ('sd',)]"
メーデーのプロトコルのまとめの項目は法令に準拠していません。 独自研究の可能性があります。,"['メーデーのプロトコルのまとめの項目は法令に準拠していません。', '独自研究の可能性があります。']","['Mayday protocol summary items are non-compliant.', 'Independent research is possible.']","[('sd',), ('sv',)]"
コメントが遅くなり大変失礼しました。 まとめ書きのため、失礼ながら箇条書きで記載します。,"['コメントが遅くなり大変失礼しました。', 'まとめ書きのため、失礼ながら箇条書きで記載します。']","['Sorry for the late comment.', 'For the sake of a summary, I will list it in bullet points.']","[('fa',), ('sd',)]"
以上を踏まえて、私見を述べさせていただきます。 日本語で信頼できる紙媒体の情報源は見当たらない。 太陽周回軌道であるため、いわゆる「人工衛星」ではない。,"['以上を踏まえて、私見を述べさせていただきます。', '日本語で信頼できる紙媒体の情報源は見当たらない。', '太陽周回軌道であるため、いわゆる「人工衛星」ではない。']","['Based on the above, I would like to express my personal opinion.', ""I can't find any reliable paper sources in Japanese."", 'Because it is in orbit around the sun, it is not a so-called ""satellite"".']","[('sd',), ('sd',), ('sd',)]"
こんにちは。 まず「メーデー」のリンクに関してですが、「メーデー」の記事とは別に「五月祭」の記事があるのは、私が見た限り英語版しかありません。,"['こんにちは。', 'まず「メーデー」のリンクに関してですが、「メーデー」の記事とは別に「五月祭」の記事があるのは、私が見た限り英語版しかありません。']","['Hello.', 'First, regarding the ""Mayday"" link, as far as I can see, only the English version has an article about ""May Festival"" apart from the ""Mayday"" article.']","[('fp',), ('sd',)]"
議論が白熱する前に念のため。 「私はこういうことだろうと思う」とか「私がいろんな本を読んだ結果、こう考えた」は「独自研究」になることにくれぐれもご注意ください。,"['議論が白熱する前に念のため。', '「私はこういうことだろうと思う」とか「私がいろんな本を読んだ結果、こう考えた」は「独自研究」になることにくれぐれもご注意ください。']","['Before the discussion gets heated, just in case.', 'Please be very careful that ""I think so"" or ""I came up with this idea after reading various books"" are ""original research"".']","[('+',), ('ad',)]"
改大和型というのは内容を拝見すると、大和型3番艦、4番艦のことだと思いますよ。 3番艦信濃はご存知のとおり空母に改装されましたが、船体は改大和型として建造されています。,"['改大和型というのは内容を拝見すると、大和型3番艦、4番艦のことだと思いますよ。', '3番艦信濃はご存知のとおり空母に改装されましたが、船体は改大和型として建造されています。']","['Looking at the contents, I think that the modified Yamato class refers to the Yamato class 3rd and 4th ships.', 'As you know, the third ship, Shinano, was converted into an aircraft carrier, but the hull was built as a modified Yamato type.']","[('sd',), ('sd',)]"
セミアクティブやアクティブサスペンションは高価なため費用対効果の面から採用がためらわれる。 採用例としてはセミアクティブサスペンションがピラーニャIVなど極一部の装輪車両にある程度である。,"['セミアクティブやアクティブサスペンションは高価なため費用対効果の面から採用がためらわれる。', '採用例としてはセミアクティブサスペンションがピラーニャIVなど極一部の装輪車両にある程度である。']","['Because semi-active and active suspensions are expensive, they are hesitant to adopt them due to their cost-effectiveness.', 'As an example of adoption, semi-active suspension is used only in a limited number of wheeled vehicles such as the Piranha IV.']","[('sd',), ('sd',)]"
解説ありがとうございます。 今回の改名提案に対するsabulynさんのご指摘に賛同できます。 最終的にせよ暫定的にせよ、改名するのならばオート・メラーラ 76 mm 砲の方がよいでしょう。,"['解説ありがとうございます。', '今回の改名提案に対するsabulynさんのご指摘に賛同できます。', '最終的にせよ暫定的にせよ、改名するのならばオート・メラーラ 76 mm 砲の方がよいでしょう。']","['Thank you for your explanation.', ""I agree with sabulyn's point about this renaming proposal."", 'The Oto Melara 76 mm gun would be a better choice for a final or temporary name change.']","[('ft',), ('aa', 'sd'), ('sd',)]"
