Sentence,dialog_acts
It is difficult for me to understand what the IP-user writes.,"('sd',)"
"Khlevnyuk's book discusses the same data as in the table (the same mortality rates, for example, 4.8% for 1932, the same archive - GARF 9414 ).","('sd',)"
And it is this data that is criticized as undervalued.,"('sv',)"
thumb Is this a good picture?,"('qy',)"
"The user who took the image lables it as Found aragonite crystal in a field, Czech Republic.","('sd',)"
To my eye this is a rather poor quality snapshot of a rough crystal amidst some rubble.,"('sd',)"
"I have found a problem at source: The original link is dead almost two years ago, but I try to find it at web archive, the earlist capture is at May 11th, 2008, with another 3 captures later.","('sd',)"
Thanks for the explanation.,"('ft',)"
I'm glad you mentioned re-titling sections; it looks a little strange currently with two types of notes together with no separation.,"('sd',)"
I think this change is confusing and inaccurate.,"('sv',)"
"As it stands, Android, which is debated as to whether it counts as a linux distribution, is merged into a category with ChromeOS, which AFAIK is mostly agreed upon as a linux distribution.","('sd',)"
And pairing these two is not correct.,()
"Ckruschke LOL, they announced to take name down but the article claimed it was already done.","('sd',)"
See the given source.,"('^2',)"
That is why I reverted it.,"('sd',)"
More facts that need to be examined: Zecharia Sitchin found a cylinder seal VA/243 in the Vorderasiatisches Museum in Berlin.,"('sd',)"
This seal is dated to c.2500 B.C.,"('sd',)"
"On this seal is a six pointed star surrounded by all the planets we know of today, plus the Moon and plus one more planet.","('sd',)"
"Unfortunately, there's no permalink available for [USGS] since it's a live database that one needs to search/query every time from this URL:  But I still think it's worth mentioning it, so ones reading the article can check it out themselves.","('sv',)"
"I agree with Khajidha's point, however, I don't think there's a need to change anything from what's currently already published.","('aa',)"
"OK, I now read that article to the end.","('sd',)"
"It says that Lebedev said that he might sell out his share, but does not say that he did so.","('sd',)"
"It also says that he used to put money into it (i.e., he funded it), but has stopped doing so, and that that is connected with why he might sell his share (to make up for the lost funding).","('sd',)"
this reply is months late but better late than never.,"('^q',)"
"Corn in European English meant, and mostly still means, any edible grain.","('sd',)"
What is called corn in the Americas is called Maize in European English.,"('sd',)"
"The Great Auk, in Welsh pen gwyn, 'white head' (referring to the prominent white patch on the head which distinguishes it from other auks), was the original bird to which the name penguin applied; this use was first recorded in 1536 in respect of islands off Newfoundland.","('sd',)"
"Later, when explorers discovered similar-looking birds in the southern hemisphere, the name was applied to them as well.","('sd',)"
I completely disagree.,()
"There are many times where the US either lacks creativity or innovative thought, or times where the apathy and ignorance keeps the US from real progress.","('sv',)"
"Take, for instance, the fact that there are many places in the US where you can go and not be able to get a signal for your cellular phone.","('sd',)"
Mouskouri began singing lessons at age 12.,"('sd',)"
"... During the Nazi German occupation, her family no longer had the financial means to pay for her singing lessons.","('sd',)"
"Since Mouskuri was born in 1934, this means she began singing lessons in 1946.","('sd',)"
It is also commonly found in energy drinks and energy gels.,"('sd',)"
"The benefit of maltodextrin in energy drinks, compared to sugar, is that you can ingest more glucose per hour when drunk as a maltodextrin solution than you can when drinking only a sugar solution like Gatorade.","('sv',)"
I just read the article and didn't really get what its about.,"('sd',)"
The first paragraph is about pronounciation and not the thing itself.,"('sd',)"
I will mov the pronounciation part in its own chapter and try to rehash a good definition of the term as expected from a encyclopedia.,"('sd',)"
Many chemistry students Google Half-life only to be forwarded to this page.,"('sd',)"
I want to add a section on the application of half life through a derivation.,"('sd',)"
"I know this has been done before, but I feel that it isn't as clear as it could be.","('sv',)"
Where is the original author getting the dates for the novel as specifically 1949-1950?,"('qw',)"
Are these dates actually mentioned in the novel?,"('qy',)"
Would the original author return to the article with footnotes with specific chapters of The Long Goodbye mentioned to clear this up?,"('qy',)"
I personally would be very happy with this.,"('sd',)"
"The counter argument might be that it is traditional in plant articles to put the pronunciation of the title immediately after the word is first used; however, this is usually for Latin names, not common English words.","('sv',)"
There is a defensible position to retain the start year of 1735.,"('sv',)"
"Euler presented the work on solving the bridges of Königsberg problem on August 26, 1735.","('sd',)"
The date of the first publication of his proof is a more complex topic.,"('sd',)"
"On the final day of the Rolex Monterey Historic Automobile Races Presented by Toyota, Ricardo Zonta and the Panasonic Toyota Racing Team TF106 F1 car continued to lower the record for the 11-turn, 2.238 mile Laguna Seca Raceway.","('sd',)"
Sunday's record-breaking time was 1: 06.309 at an average speed of 121.504 mph on lap four of four flying laps.,"('sd',)"
Capitol image added per Wikipedia: Requested_pictures#U.S._State_Capitals.,"('sd',)"
I had to re-align the other images to get good text flow.,"('sd',)"
It seems to me that the unit of energy storage (or consumption) should be either the watt hour (symbol W h) or the watthour (symbol Wh).,"('sd',)"
The former is based on SI conventions and the latter is the IEEE standardIEEE Std 260.1™-2004.,"('sd',)"
"IEEE Standard Letter Symbols for Units of Measurement (SI Units, Customary Inch-Pound Units, and Certain Other Units).","('sd',)"
"You're right, there are other fish to fry on Wikipedia.","('aa',)"
"But there are only a few things I care about, so I only puruse those subjects.","('sd',)"
"I came across this article, so that's why I'm here.","('sd',)"
"bare in mind 2 inches isnt a hell of a lot, iron mike bison is very big built so looks bigger... plus you should get a section on charity work cos he does loads ie unicef Comment: You should not judge someone's height just by looking at him.","('sv',)"
You should have written proof about this 188/180 cm matter and write the source where you got it from.,"('ad',)"
"Many people coming to this page, including myself, are very surprised to see their own languages listed as SOV, when they know they are only so in some special circumstances if at all.","('sd',)"
"I can only claim knowledge of Romance languages, German and Mandarin.","('sd',)"
Romance languages do exhibit SOV when pronouns are used.,"('sv',)"
"Well, yes, the term terraforming is indeed limited in scope compared to planetary engineering or ecopoesis.",()
"But that's quite proper, because the subject of this article is limited in scope in the same way.","('sv',)"
"It's all about making various planets more Earthlike, which is what terraforming is.","('sv',)"
I saw that one in a document too.,"('sd',)"
"Sounds much more plausible, however this is not a historical article but a mythological article.",()
—The preceding unsigned comment was added by 62.78.196.15 (talk • contribs) .,"('sd',)"
People taller than 250 cm (around 8 feet) have usualy problems with walking.,"('sd',)"
"As I interpret the section on minimum-gauge, it is defined as smaller than 2 ft, which equals 610 mm.","('sd',)"
I would rather say smaller than 2 ft or 600 mm.,"('sd',)"
"In Sweden and, I think, other European countries, there were numerous 600 mm railways built.","('sd',)"
"They are two different thing, taffee or caramel is a soft and chewy coating while candy is a rock hard (and flavored) coating which allows no additional mix-in.","('sd',)"
An American wouldn't call a candy apple a toffee apple or a taffy apple.,()
In fact I had never seen a candy apple growing up in Illinois (they are seen in Michigan though).,"('sd',)"
"I removed the following history paragraph because of its fictional content: The Puli is an ancient sheep dog of Hungary, introduced by the migration of the Magyars from Central Asia in the Middle Ages.","('sd',)"
"Nomadic shepherds of the Hungarian plains valued their herding dogs, paying as much as a year's salary for a Puli.","('sv',)"
What exactly does the CNS Stylebook say?,"('qw',)"
It seems to me that both forms are used in English.,"('sv',)"
The John Cardinal Doe form can occasionally be found in other languages.,"('sd',)"
Mach is a structure monitoring cpu-memory access.,"('sd',)"
"So apparently it's the other way around, Mach was the one influenced by BSD/Unix/Plan9, casting any all machine part to BSD-file, for monitoring all machine parts.","('sd',)"
The lead sentence of the women in sports paragraph says he didn't want them to be in sports at all.,"('sd',)"
"The next sentence seems to indicate that he liked them as divers and swimmers, but not doing track and field.","('sd',)"
This should be clarified.,()
I would like to know why you are deleting all the fansites listed on page except from 2.,"('sd',)"
How come that no one else is allowed to add their websites as long as they are in the right language and actually works.,"('qh',)"
"Agree with the above commenter that, in the UK, ice lolly is usually the larger kind on a stick (shaped more or less like a rounded rectangle; e.g.","('aa',)"
Mivvi) whereas ice pop is the skinny one that comes in a tube (e.g.,()
Flintstones-brand ice pops).,"('sd',)"
The article still does not make this clear.,"('sd',)"
"I believe you're talking about the (CURRENTLY) 6th paragraph, which includes the sentence According to the Web site LiveScience, same-sex couples make up to 20 percent of all Black Swan pairings each year, and approximately 25 percent of all Black Swan pairs are of the same sex, and may live together for years.","('sd',)"
I've read this sentence about 10 times and I still can't decipher it.,"('sd',)"
The link under bibliography was a link to the now removed WaiWai Column on the Mainichi daily news.,"('sd',)"
"The link is dead, and the articles have been removed with an appology by the newspaper, as they were not known to be well sourced or even fact checked.","('sd',)"
"Either way the link was 404, and not reliable enough to be source material.","('sd',)"
I had a look at sourcing an interview for you.,"('sd',)"
"There's an interview from GameSpot which discusses the relationship (highlight from Takahashi: But with our relation between Square, I think it is difficult for us to say it is a direct sequel or prequel.","('sd',)"
"On Wikipedia, Verifiable sources may have technical or personal restrictions.","('sd',)"
Non-English sources may also restrict your access.,"('sd',)"
But the difficulties of verifying a source do not impact its reliability.,"('sd',)"
How can Meyrin become Athrun's love interest when Athrun never showed his romantic feelings towards her?,"('qo',)"
"As far as I know, it's only one-sided from Meyrin.","('sv',)"
"Ironically, in Morosawa's interview in April 2006 Animedia, although Morosawa had nice comments about Meyrin, she did not say/mention Meyrin had any possible love/romantic feelings towards Athrun.","('sd',)"
Back in May of this year you tagged this article with and .,"('sd',)"
"Since there has been no discussion here, and since I can find no inline tags, I have removed those maintenance tags, at least temporarily, with no prejudice for someone to put them back.","('sd',)"
Perhaps you can be more specific as to what you find to be confusing and non-NPOV?,()
I am interested in this article's maintaining succinctness without resorting to over-simplification.,"('sd',)"
"The words right and left have themselves been used quite variably, and the concept of centrism must therefore take this into account.","('sv',)"
"A rightest, for instance, in one context, may indeed be a promoter of social hierarchy.","('sv',)"
I can't understand why Kurylenko instead of Kurilenko.,"('sd',)"
Russian И (in КУРИЛЕНКО word) pronounced exactly like E letter (i.e.,"('sd',)"
ee combination in most eng.,"('sv',)"
"words), and И always trasliterated as I.","('sv',)"
(see Translit table article in russian ).,"('sd',)"
"BTW, russian letter Ы always transliterated as Y.","('sd',)"
"So, why I (И) letter replaced with Y (Ы) in КУРИЛЕНКО word?","('qy^d',)"
I've severely pared down the text that was added in this edit.,"('sd',)"
The article was filled with all sorts of puffery and text that bordered on advertisement.,"('sd',)"
Keep in mind that this is supposed to be a neutral encyclopedic entry.,"('ad',)"
"Hello fellow Wikipedians, I have just added archive links to on Franz von Papen.","('sd',)"
Please take a moment to review my edit.,"('ad',)"
"If necessary, add after the link to keep me from modifying it.","('sd',)"
"I'm the new wikipedian terrorizing the Vegas pages, I've lived in Green Valley since the early 90s.","('sd',)"
"Sorry about the duplicates, was not aware of this discussion.","('fa',)"
However I would like to know more about the very diverse convention for naming hotel/casino/resorts.,"('sd',)"
See the missing resorts for some discussion on this.,"('sd',)"
The source looks perfectly acceptable to me.,"('sd',)"
"I think the quest for a suitable expert on tea rituals in the United States and the terms used for them might be a bit of a long search, and in the absence of one, an etiquette expert seems fine.","('sv',)"
"It was a struggle, but I think it was worth the fight to have Stress added.","('sv',)"
There seems to be enough evidence that stress is the underlying cause of Metabolic syndrome which results in all the degenerative diseases seen with it.,"('sd',)"
It is a pity that Malcolm Kendrick's book cannot be acknowledged in some way because it truly is a brilliant book.,"('sv',)"
"I am watching the page, you don't have to ping me.","('sd',)"
And you did edit war.,"('qy^d',)"
"(breaking 3RR is punishable, but reverting over a revert is already edit warring) In any case, you clearly don't have a valid reason.","('sd',)"
Quoting RS is not discussion and tertiary sources are generally fine.,"('sv',)"
I have added information to the article about asbestos presence in over half of the island's buildings.,"('sd',)"
"I am commenting here to clarify that the Archive URL provided is the direct link to the map's PDF, and not the page containing it + more info.","('sd',)"
"Units I think this is the symbol used to separate units such as kg•K or m•K, but this use it not mentioned.","('sd',)"
"According to Unicode explained by Jukka K. Korpela , page 399, this is called the half-high dot or raised dot and the example given (like mine) does not allow a space before or after the middle dot.","('sd',)"
It occurs to me that some form of linkage to the different definitions of truth may be indicated.,"('sv',)"
"For instance, scientific realism (at least to me) gets closer to instrumentalism if the pragmatic theory of truth is used.","('sd',)"
"(Would one way to sum this up be if it looks like truth, and quacks like truth, and walks like truth, it is truth?","('qh',)"
This text recently added by an IP is a minority view based on dated sources.,"('sd',)"
I'm doubting that it should be in the article.,()
They were once thought to be a link between the evolution of man since they were bipedal.,"('sd',)"
I'm not sure I follow your reasoning.,"('sd',)"
The version I put up says pretty much what you just said - that different designations exist and are used by some digital equipment based on the MIDI standard.,"('sd',)"
Is it still missing something important and informative?,()
"I know that one depth parameter may seem insignificant, but I only pledged my support at the TFD because I thought the transition would be done with care to make sure things like this didn't happen.","('sv',)"
"Although what did is nice, not every river article is on someone's watchlist.","('sd',)"
Thank you for your suggestion!,"('ft',)"
"When you feel an article needs improvement, please feel free to make whatever changes you feel are needed.","('sv',)"
"Wikipedia is a wiki, so anyone can edit any article by simply following the link at the top.","('sd',)"
"The existing cite isn't entirely clear whether it is Virgin Atlantic or some other Virgin Group entity, true.","('sd',)"
But a quick search digs up The first 10 are earmarked for Sir Richard Branson’s Virgin Atlantic; Virgin Atlantic Airways is the only other known customer.,"('sd',)"
"The Tokyo Olympics are the first I recall (I was 12 at the time), and the reason I recall them is that they were the first where there was any live coverage on television in the UK.","('sd',)"
This was provided by a satellite link; a great innovation at the time.,"('sd',)"
Allow me to skip those readings.,"('ad',)"
I'm so happy with the result as it is now.,"('sd',)"
"I didn't read compromise, I read clarity.","('sd',)"
Thanks all of you for your research.,"('fc',)"
"I was going to look into it later when I had time, but you beat me to it.","('oo', 'sd')"
That means that they are one and the same airport (from the airside).,"('sd',)"
"Most airports have separate arrivals/departures terminals (or at least, ingress/egress paths) for domestic and international flights as international passengers have to go through passport control, customs and such.","('sd',)"
In Mumbai it just so happened that these different terminals ended up in different suburbs.,"('sd',)"
"Si Lom not Silom – Si Lom is the official version of how this name is spelled, but because it has been spelled incorrectly for many decades, most people use Silom (also because it looks more trendy).","('sd',)"
The Skytrain uses Silom Line.,"('sd',)"
"Chatuchak Park (remember the word Park too) – Officially, it is spelled as Chatu Chak, but for the same reason as the name Si Lom, Chatuchak is now widely accepted.","('sd',)"
I am confused by the termology.,"('sd',)"
The article refers to destroyer escorts and frigates.,"('sd',)"
Which term is the official one in the JMSDF?,"('qw',)"
"Err - you can get checking accounts that pay interest, at least in the UK.","('sd',)"
"The bank of Scotland offers an account that pays 3.67% real return right now (, ).","('sd',)"
You can get checking accounts in the US that pay interest too - the only reason checking accounts don't pay much interest (nominal or real) is because they are costly to run.,"('sd',)"
Barbara Tuchman also goes in depth into the Schlieffen Plan in her book The Guns of August.,"('sd',)"
She spends a great deal of time discussing the slow conversion of the plan from a single envelopment to the grander double envelopment used by Hannibal.,"('sd',)"
"In both times, if possible.","('sd',)"
"As the perception and the practice of it in modern times, as with the past fashion.",()
"Like with perception pre-marital sex in the religion, how it is seen as ethical or not and whether it is detrimental to the overall concept to maintaining a wholesome state of belief as with pertaining to the virtues of Taoism.","('sv',)"
"I am waiting for further clarification, but even 20000 Varuna is currently showing up as Scat-Ext using the DES.","('sd',)"
"Varuna has a perihelion of 40 AU and an aphelion of 45AU, but I think it is the modest inclination of 17 degrees that stirs the pot.","('sd',)"
Yet the MPC lists Varuna as a Cubewano.,"('sd',)"
"I'm reposting the content written by Raoul Marc Jennar for this wikipedia article, I would understand that the lack of sources posed a problem if it was particularly controversial but it is not.","('sd',)"
It is better to have an article with some content htan without IMHO.,"('sv',)"
This article implicitly states that 50% of the offspring in a Hymenopteran colony are males by its suggestion that the male gender is determined by a gene.,"('sd',)"
"Deeming from what I've read about sex ratio in ant, wasp and bee colonies, this is obviously not the case; all of the workers are sisters at least in the literature.","('sd',)"
Actually- he attempted to carry out reforms such as bringing the military under civilian control... is very informative and important.,"('sv',)"
The KINDS of reforms he attempted to carry out are just as important as the fact that he tried to carry them out.,"('sv',)"
"Reform simply means to change, so substantial reforms could mean right-wing or left-wing changes.","('sv',)"
The Norwegian thesis of Columbus' origins is set out in Tor Borch.,"('sd',)"
Sannes's Christopher Columbus: en europeer fra Norge (1991).,"('sd',)"
It seems strange to open with a section on Long Distance Relationships.,"('sv',)"
"Surely that should be much further down, if it is considered at all.","('sv',)"
"We start from the general, only then do we move to the particular/specific, right?","('qy',)"
"I would like to rework the Album portion of the Sales certificates table, because we've currently got a weird mish-mash of Since and Until across five rows of the section, and it's hard (for me, at least) to determine what thresholds applied when.","('sd',)"
I would like to replace the current notes with clearer phrases including From and until.,"('sd',)"
Part of the Army?,"('qy',)"
don't think so... together but not mixed.,()
They are part of the Colombian Ministry of Defense and the army doesn't have any control over the national police.,"('sd',)"
The Colombian Army has its own military police and its military justice.,"('sd',)"
"Thanks for your post, XLerate.","('fc', 'ft')"
My entry was entirely neutral.,"('sd',)"
I included both the claims made by Sue Bradford (plus Phil Goff's comments) and the responses given by Air New Zealand and John Key.,"('sd',)"
"The Earth is four and half billion years old, and the Sun warms its interior not at all.","('sd',)"
"In that time, without an internal power source (namely radioactive decay of potassium-40, uranium, thorium, etc.)","('sd',)"
"it would be much cooler now than it actually is, and the crust and mantle much thicker than they are.","('sd',)"
I had a couple of concerns about the following statements.,"('sd',)"
"The Catholic Church adopted the Roman diocesan structure of authority during the 5th and 6th centuries, as each bishop fully assumed the role of the former Roman praefectus.","('sd',)"
I am very skeptical of this explanation.,"('sd',)"
I came to this page purely because I too was puzzled at the strange use of language here.,"('sd',)"
"When I was taught history at school, the phrase was hung, drawn and quartered.","('sd',)"
I second this sentiment.,()
"One major flaw is that it speaks of serfdom as a single, unified thing, when in fact it was a very broad category of relationships, all of which had individual 'rules' and customs.","('sv',)"
It's almost like a book report instead of a piece of academic writing.,"('sd',)"
I did revert that change.,()
The lists illustrate the expansive class of assets traded under ETFs.,"('sd',)"
"Just as Princeton links to a list of famous alumni, I think it's important to have at least one prominent link to the lists.","('sv',)"
This needs to be looked at a little more close.,"('sv',)"
Nolan Ryan was clocked at 100.9 early in his career.,"('sd',)"
This was before they used the famous Juggs Radar Guns.,"('sd',)"
"In the article, there is a link to a panoramio featuring the statue of Hubert H Humphrey in front of the Minneapolis City Hall.","('sd',)"
"Panoramio will be permanently unavailable following November 4th, 2017, as it was closed with promise of a year of access the year previous.","('sd',)"
Thanks a lot for all your comments.,"('fc',)"
"Reading your opinions, I am not sure enough that we have a consensus on it, so I will wait until August 17 when the official lists are due to be published.","('sd',)"
Then we can talk again.,"('fc',)"
Mr Hoffman even earlier Wish I could find any reference anywhere to his performance back in either '69 or '70 on PBS.,"('sd',)"
"He was so stunningly original I, for one, could not forget him.","('sd',)"
"He was a 'nobody' and look at where he went, where he went.",()
"I don't know really if it goes with an accent or not, but let me tell you a couple of things: 1) It doesn't make any difference on the pronunciation, so you cannot know how it is spelled by the way it is pronounced on radio or TV.","('sd',)"
"2) In spanish all words that finish with 'z' and are accentuated on the syllabe before the last one, must have a written accent.","('sd',)"
And you have a serious misunderstanding about how Wikipedia works.,"('qy^d',)"
Allow me to respectfully suggest that you slow down and discuss things when others who disagree with you instead of charging in with guns blasting.,"('ad',)"
"You have edited less than one month, and you have received multiple warnings during that short time.","('sd',)"
In the intro it says this is also known as gyroscopic inertia or rigidity in space.,"('sd',)"
"Thats very ambiguous, it sounds as if its saying gyroscipic inertia is another name for gyroscope.",()
More reasonably it would mean that its a synonym to angular momentum.,"('sd',)"
"I certainly sympathisize with your effort to clean up the terminology-mess in this area, but I'm not sure if your solution is the correct one.","('sd',)"
You seem to suggest to limit the content of articles to a specific meaning but articles should deal with their subject in the wider sense of the word.,"('sv',)"
The myth should be explained starting with his journey to see that these tales are a fiction i did not post info for a historical view or to bring any credibility to a myth .,"('sv',)"
I think i explained already The myth does not hold when tested by science and historical facts.,"('sv',)"
Still many still do believe they descend from the Milesians.,"('sv',)"
something i already wrote above.,"('sd',)"
It makes no sense to me that there is an article called Cannabis (drug).,"('sd',)"
Cannabis is well known to be a plant.,"('sd',)"
There must be a more appropriate name for this article.,"('sv',)"
"Wikipedia is not a directory to house lists of cultural ephemera like the fact that Northwestern was mentioned in a television show, a fictional character is an alumni, etc.","('sd',)"
This content does not warrant a standalone section within the article since it does absolutely nothing to increase the reader's understanding of Northwestern.,"('sv',)"
This fails to address my point.,"('sd',)"
Or the thread I linked to.,"('sd',)"
"Bledsaw and Craft are not reliable sources, and the hungarian sources aren't exactly verifiable either.","('sv',)"
"I agree that the phrasing needs work, but it is at least accurate!","('aa',)"
Girls were full members of Scouts until pressure forced B-P to create a girl's section.,"('sd',)"
"There is plenty of evidence that Scouting was originally, at least in B-P's mind, co-ed.","('sv',)"
Bright blue kingfisher feathers were used in jewelry in early China since the T'ang Dynasty (AD 618-907).,"('sd',)"
"The birds, the water kingfisher (Alcedinidae) and the wood kingfisher (Halcyonidae), were common in China until demand for their feathers may have caused their extinction.","('sd',)"
"Sorry, forgot to sign in before the edit adding the Mythology section title.","('fa',)"
I'm unsure about whether or not FFVI being one of the few JRPGs that Yahtzee actually likes deserves a full paragraph in the reception section talking about him comparing it to FFXIII.,()
"I don't really know much about Yahtzee, though, so if it is worth mention, then please tell me.","('ad',)"
The examples would have to be projects that actually focus on building habitats for a colony (a self-sustained permanent village).,"('sd',)"
"A base or an orbital laboratory/hotel where the crew is rotated periodically, is not a colony.","('sd',)"
Planetary science probes and robotic mining are not colonies either.,"('sv',)"
"Hello, just to inform that I'll change the prose significantly in the upcoming period.","('fp',)"
The article will suffer some info removal because some of its information is overlapping with the album articles.,"('sv',)"
"It may be grammatically parallel in a technical sense, but the original case is far more obscure.",()
"Your example states one of these factors, it's obviously singular.","('sd',)"
The snippet from the article isn't so clear.,"('sv',)"
I would also like to see some much more detailed cites on this subject.,"('sd',)"
"You see, I have heard the same dust = human skin quote, but began to wonder if it is not an urban legend.","('sd',)"
"You see, I have been looking at our own household dust with a digital microscope, among other things.","('sd',)"
I see no evidence at all that this is the case.,"('sd',)"
Certainly there is no historical evidence to my knowledge of visiting caucasian dignitaries during this era.,"('sd',)"
NapalmRenn The conceited interpretation of the Westerner.,()
"I wasn't suggesting we add the cat simply because the surname sounds Italian, I would never do that.","('sd',)"
"I was simply giving an example, to show that Demichelis is a common surname of Italian immigrants to Argentina.","('sd',)"
"Once again I ask, do you agree that this source is reliable?","('sd',)"
"I changed the article rating from stub to c-class as it seems to encompass all the requirements of a c-class article (I've bolded what I feel is the most pertinent for this article): The article is substantial, but is still missing important content or contains a lot of irrelevant material.","('sv',)"
"OKay, I'm not Chinese but I'm really interested in the size of the Chinese Imperial Army.",()
"I mean, why only 10k-20k troops?","('qh',)"
"From what I learned, the Chinese used to field armies by the hundreds of thousands.","('sv',)"
"It is a plot-hole actually, and you may wish to look at Wikipedia's own article on plot holes for clarity.","('ad',)"
"Secondly, it's not original research because anyone who has actually watched and paid attention to the episodes can see the plot holes I mentioned are present in some episodes.","('sd',)"
"I started a discussion about the redirect United Nations arrears, which may have been more suited for this page, at Chapter IV of the United Nations Charter.","('sd',)"
Anyway I'm just dropping the link for those interested.,"('sd',)"
"Although I'm normally opposed to merges, but I think this series should be merged.","('sv',)"
"Firstly, the GSD page doesn't have much, I think this situation is very similar to Code Geass and Code Geass R2.","('sd',)"
"Secondly, it would probably help to cleanup the articles a lot.","('sv',)"
My knowledge of the topic derives primarily from reading this Wikipedia article.,"('sd',)"
The article could certainly use a good rewrite – if only to also bring in some historical perspective.,"('sv',)"
"What should be made explicit is that the formulas do not give a definition of the magnitude, but merely a way for seismological institutions to estimate the magnitude.","('sv',)"
"Thanks I'll add to that, if an editor is willing to help improve the glass art section then they are most welcome, or any other section (such as industry).","('ft',)"
But please make sure any additional content is sourced and doesn't repeat information already provided (e.g.,()
in the history section).,"('+',)"
"The R4 parameterization above is basically just the basic torus parameterization as shown here with z1 = x + iy, and a real z height replaced by a complex or two dimensional z2 = z + iw.","('sd',)"
The minor cross section is a circle of radius b that flips over in the z-w space and presents its backside as it comes around and re-connects.,"('sd',)"
I will repeat what I said yesterday.,"('sd',)"
"This noticeboard for third opinion is an extremely light-weight process, and works well if two editors each have a concise position and the third opinion volunteer can either quickly agree with one view or can propose a concise compromise.","('sv',)"
This disagreement is civil but not concise.,"('sv',)"
"This article should be deleted as the information provided within it and its ref's are, in sum, either bogus or inaccurate.","('sv',)"
"As I have in my possession the actual books and articles, they either (a) do not refer to Dominic wthin the scope being discussed or (b)come from spurious sources.","('sd',)"
update Hines Ward stat.,"('sd',)"
"Honestly, Super Bowl XL was years ago and Hines is close to break many Steelers receiving record.",()
"Yet, Super Bowl XL MVP is last entry in this article.","('sd',)"
This article is pointed to by various infoboxes via the redirect from Poverty line.,"('sd',)"
See e.g.,"('ba',)"
Economy of Poland.,"('sd',)"
"It is not useful to know that 17% of the population of Poland is living in poverty, without knowing where the poverty line for that statistic is being drawn.","('sv',)"
"Personally, I believe Micra is the correct name for this article, as all English speaking countries call it that.","('sv',)"
A similar comparison would be the Sega Genesis article.,"('sd',)"
"The Genesis was sold as the Mega Drive in both Europe and Japan, however the article adopts the American name.","('sd',)"
I have a slight problem with the text under the picture of a dog - Dog Showing Shame.,"('sd',)"
The dog may well be exhibiting behavior which among humans is considered 'shame' but whether dogs feel ashamed or not is highly questionable!,"('sv',)"
I think the picture should be replaced by a picture of a human being showing shame rather than a dog.,"('sv',)"
I'd like to see this article improved.,"('sd',)"
Currently the coverage of Oz on wikipedia is a bit too in universe.,"('sv',)"
"My main problem in aiming to improve it is a paucity of sources, any suggestions would be highly valued.","('sv',)"
"The reference is to a proposal on Apr 16 to merge Life of midori goto into (the article accompanying this talk page, namely) Midori Goto.","('sd',)"
"An editor removed the merge-from tag summarizing remove merge proposal, which has been executed but there is no sign of that meaning more than if you ask for the one you'll get the other.","('sd',)"
RCA Spectra machines did not run Multics...multics was in the GE and the Honeywell camp.,"('sd',)"
"Spectra was a pseudo IBM compatible system running operating systems TOS, TDOS and TSOS.","('sd',)"
I suspect the comments about the BUS could be correct...but for Spectra machines of those that ran Multics?,()
tg I agree.,()
I feel like I've discussed the utility of Japanese text with you previously and have also seen these same arguments.,"('sd',)"
The Japanese text gives more information to the reader.,"('sd',)"
It does not clutter anthing up.,"('sd',)"
"Hello fellow Wikipedians, I have just added archive links to on AirAsia Zest.","('sd',)"
Please take a moment to review my edit.,"('ad',)"
"If necessary, add after the link to keep me from modifying it.","('sd',)"
"The source seems reputable, but it only says it's a possible link so it isn't super important.","('sd',)"
"Random hypotheses may not be appropriate but, when it comes to etymology, it is a for-interest and not valueless point.",()
"Regardless, there is no contradiction, it's just that this article does not contain that particular piece of information.",()
You have a good idea.,"('ba',)"
Pauling and Allred-Rochow originally defined electronegativity as “the power of an atom in a molecule to attract electrons”.,"('sd',)"
However they actually did not take account the different valence states even though the attraction of the atom to electrons is decided by the environment of the atom in the molecule.,()
In batchjobs under DR-DOS 7.02 (and higher) you could use ECHOS to omit the linefeed (which would be issued by ECHO) as follows: ECHOS SET CD=> SETCD.BAT CD >> SETCD.BAT CALL SETCD.BAT DEL SETCD.BAT in order to create an environment variable named %CD% containing the current path.,"('sd',)"
I would also prefer a non-religious related terminology.,"('sd',)"
"On the other hand, terms like Christian culture are also often used in a loose sense to denote cultural manifestations which are not necessarily religious.","('sv',)"
Maybe there are other articles (or sections in them) which have been named more neutral.,"('sv',)"
Basic information to add to this article: the possible/likely range of energy return on investment from such schemes.,"('sd',)"
"Hello fellow Wikipedians, I have just added archive links to on Escalator.","('sd',)"
Please take a moment to review my edit.,"('ad',)"
"If necessary, add after the link to keep me from modifying it.","('sd',)"
"(Unregistered user comment) So, there are at least three grandchildren, but only two of them were potential heirs, because the third was born with Downs syndrome.","('sd',)"
I met the second one while drinking in China.,"('sd',)"
"Yeah, I believe this was during the filming of the John Travolta vehicle Domestic Distrubance.",()
"He, Vaughn and the screenwriter, Scott Rosenberg, got into a bar fight with a local, Timothy Fogerty, at the Firebelly Lounge in Wilmington, North Carolina.","('sd',)"
Buscemi tried to break up the fight but ended up getting stabbed for his trouble.,"('sd',)"
There's a couple largely unreferenced broad claims in here that should be refined and sourced.,"('sd',)"
"At the beginning, Modern knowledge of the Medieval Warm Period is uncertain, especially for the period prior to c. 1600 for which there is limited climate data.","('sd',)"
"No source, in addition to the claim just not being intuitive scientifically (why wouldn't we have data in that gap).",()
