Sentence,Translated Sentence,dialog_acts
「ノーベル経済学賞」という通称を記事名に採用したことについては過去に議論されています。,"The adoption of the common name ""Nobel Prize in Economics"" as the title of the article has been discussed in the past.","('sd',)"
WP:NCに沿う形で議論され決定されたものと思います。,I think it was discussed and decided in line with WP:NC.,"('sd',)"
手元の書籍（田中克己『遺伝相談』1964年、講談社）を参照してみました。,"I referred to the book I have (Katsumi Tanaka, Genetic Counseling, 1964, Kodansha).","('sd',)"
文献としては古典の部類ですが、現在も参照されることの多く、信頼性は劣らないと考えております。,"As a document, it is classified as a classic, but it is still frequently referred to today, and we believe that it is not inferior in reliability.","('sd',)"
（賛成）前回の提案者です。,(Agree) I am the previous proposer.,"('sd',)"
この辺り]ですかね。,around here],"('+',)"
なお、当時加筆用に集めた資料のコピーは既に散逸してしまいましたので、申し訳ありませんが加筆についてはお手伝いできません。,"In addition, since the copies of the materials collected for revision at that time have already been lost, I am sorry, but I cannot help you with revisions.","('sd',)"
「削除理由はWikipedia:信頼できる情報源とするべきでは？」→そうですね、それも入れておかないといけませんね。,"""The reason for deletion is Wikipedia: Shouldn't it be a reliable source of information?""","('^q',)"
手抜かりでした。,It was careless.,"('sd',)"
この記事は、まだまだ何はあるにせよ、それなりに練り込まれてきた記事です。,"This article has been well thought out, if there is more to come.","('sv',)"
それに対して、あなたはたった１冊の書物を元にして、それに反するものは否定する形で書き直そうとされています。,"On the other hand, you are being asked to take a single book as a base and rewrite anything that contradicts it in a negative way.","('sd',)"
冒頭部にある「因みにその姓は「見目麗しい」を意味する。,"At the beginning, ""By the way, the surname means ""beautiful.""","('sd',)"
」という記述を削除したいと思います。,"I would like to delete the statement "".","('^q',)"
「特徴」の項目に「外翼側に位置し翼弦の50%程に及ぶ大きな補助翼は～」とあります。,"In the ""Characteristics"" section, there is a description of ""Large ailerons located on the outer wing side and covering about 50% of the wing chord.""","('^q',)"
ところが、補助翼の長さはほぼ翼弦長と同じです。,"However, the length of the aileron is almost the same as the wing chord length.","('sd',)"
翼弦長を翼長と読み替え補助翼2枚分の長さを足しても1/3程度です。,"Even if the chord length is read as the wing length and the length of two ailerons is added, it is about 1/3.","('sd',)"
Acalaでございます。,My name is Acala.,"('fp',)"
上の発言からひと月半ほど経ちましたけど、反応がありませんね。,"It's been about a month and a half since I made the above statement, but I haven't received any response.","('sd',)"
人物、エピソードという節の示す範囲が大きすぎて雑多な記事が多く見受けられます。,There are many miscellaneous articles because the scope of the sections such as people and episodes is too large.,"('sd',)"
事典としてこの方の人物像を示すには記事が乱雑であるため、節を分割するなどして記事の整理をお願いします。,"The article is too messy to show the character of this person as an encyclopedia, so please organize the article by dividing the section.","('sv',)"
「改名しない提案」にしないと意見が出せない事情もありましたので（その様な提案も出せる様にしました）。,"There was also a situation that I could not give an opinion unless I made it a ""proposal not to change the name"" (I made it possible to make such a proposal).","('sd',)"
MAZDA3とは別の事情がある訳ですので。,Because there are circumstances different from MAZDA3.,"('+',)"
発刊中の単行本以降の情報を記載しないで下さい。,Please do not include information after the published book.,()
発刊後10日経過以降にその刊の内容の記載をしてください。,Please write the contents of the publication after 10 days have passed since publication.,"('ad',)"
ご返答ありがとうございました。,Thank you for your reply.,"('fc',)"
コラムの摘示をありがとうございます。,Thank you for pointing out the column.,"('fc',)"
ご自身でも懸念をご指摘されているようですが、私の考えではソースとしてはいまだ弱いように思います。,"It seems that you yourself have pointed out your concerns, but in my opinion, the source is still weak.","('sv',)"
ご意見ありがとうございます。,Thank you for your feedback.,"('fc',)"
つまり最新版が現在のものということですね。,This means that the latest version is the current one.,"('sd',)"
（コメント）きりやまこと氏に同意します。,(Comment) I agree with Mr. Makoto Kiriyama.,()
こちらでの議論結果が出てから、その結果をもって次に声優記事全般に対する提起をすべきです。,"After the results of the discussion here, you should use the results to raise a general voice actor article.","('ad',)"
未検証であるかどうかはわかりません。,Not sure if it's unverified.,"('sd',)"
筆者が知らない所でされているかも知れません。,It may be done in a place I don't know about.,"('sd',)"
＞酪農家は、来年のトウモロコシの価格が気になる。,Dairy farmers are worried about the price of corn next year.,"('sd',)"
もし、来年の価格が3ドルを超えれば、赤字になってしまう。,"If next year's price goes above $3, you'll be in the red.","('sv',)"
現状のトウモロコシ先物市場ではトウモロコシが2.5ドルである。,"In the current corn futures market, corn is $2.50.","('sd',)"
説明により掲載をやめさせていただきます。,I will stop posting with an explanation.,"('fc',)"
wordmark.svgが掲載されています。,wordmark.svg is posted.,"('sd',)"
確かに「音読のし易さ」が重視されているかなと思う面ありますね。,"Certainly, there is an aspect that I think that ""easiness of reading aloud"" is emphasized.","('sv',)"
日本語の語感だと、「医学生理学賞」の方が読みやすいというのはあるかも知れません。,"In terms of the Japanese wording, it may be easier to read the ""Prize for Medicine and Physiology"".","('sv',)"
クラス395はCTRLの高速列車に使ってますよね?,"Class 395 is used for CTRL high-speed trains, right?","('qy',)"
しかも現行225km/hではないのですか?,And isn't the current 225km/h?,"('qy',)"
だとしたら、CTRLにはトンネルがありますから、微気圧波の考慮は必要なのでは?,"If so, since there is a tunnel in CTRL, shouldn't consideration of micro-pressure waves be necessary?","('qy',)"
このIPユーザーはたびたびIPを変えては、いろいろな項目で自分の主張に基づいた編集を行なっているようです。,This IP user seems to change the IP frequently and edit various items based on his own assertion.,"('sd',)"
差し戻してもまた同様の主張に戻しています。,"Even if it is sent back, it is returned to the same claim.","('sd',)"
Wikipedia:記事名の付け方の「正式な名称を使うこと」を根拠に、この項目をドメスティックバイオレンス（以降、DV）に移動することを提案します。,"Based on Wikipedia: ""Use official names"" in article naming, I propose to move this item to Domestic Violence (hereafter, DV).","('sd',)"
その際、内容に若干の修正が必要になると思います。,"At that time, I think that some corrections are necessary in the content.","('sv',)"
バジルへの改名には反対しません。,I do not oppose the renaming to Basil.,"('sd',)"
生物#項目名という明確な規定があることを知っておいてください。,Please be aware that there is a clear provision of organism#item name.,"('qy^d',)"
吹き替えの洋画と海外ドラマを分かる物だけ日本での放映（制作）年順にしました。,Only dubbed foreign movies and foreign dramas are listed in order of airing (production) year in Japan.,"('sd',)"
同じ年の作品は作品名の五十音順になっています。,Works of the same year are in alphabetical order of the work name.,"('sd',)"
『世界で一番好きな人』『チキ・チキ・バン・バン』は映画です。,"""The most favorite person in the world"" and ""Chitty Chitty Bang Bang"" are movies.","('^q',)"
議論もある程度熟してきたように思います。,I think the discussion has matured to some extent.,"('sv',)"
ひとまず、ここで、「ワハーン語⇒ワハン語」の改名を行うというのは如何でしょうか。,"For the time being, how about renaming ""Wakhan ⇒ Wakhan"" here?","('qo',)"
方針を読む限り、除去を希望する側に出典を示す責任はないと思われます。,"As far as I read the policy, it doesn't seem to be the responsibility of those who wish to remove it to indicate the source.","('sd',)"
しかし沢山の執筆者の方の苦労が含まれていますので、期間なり復帰方法なりを併せて提案しています。,"However, since it includes the hardships of many authors, we are proposing a period and a return method.","('sv',)"
オートバイが趣味であるということは書ける範囲で戻しました。,I returned to the extent that I could write that motorcycles are my hobby.,"('sd',)"
ただし、エピソード関係はトリビアとしか言いようがないものばかりで事典的ではなかったので節ごとなくしました。,"However, since the episode relation was nothing but trivia and was not encyclopedic, I omitted every clause.","('sd',)"
google検索などでも、リソソームのヒット件数が圧倒的に多いようですね。,It seems that the number of hits for lysosomes is overwhelmingly large even in Google searches.,"('sv',)"
本文中の「～水解小体」という語は「～リソソーム」に置き換えるということでどうでしょう。,"How about replacing the word ""~ hydrolysate"" in the text with ""~ lysosome""?","('qo',)"
「天然石鹸を販売する業者の宣伝〜」の出典について。,"About the source of ""Advertisement of a trader selling natural soap"".","('t3',)"
この記述は私によるものではありませんが、確かにそのような業者の存在を指摘する資料はあります。,"This description is not mine, but there are certainly documents pointing to the existence of such vendors.","('sd',)"
Yen80です。,Yen80.,()
確かに1787年には阮朝は成立していないですね（阮朝の成立は1802年）。,It is true that the Nguyen Dynasty was not established in 1787 (the Nguyen Dynasty was established in 1802).,"('sv',)"
うろ覚えで言ってしまいました…。,I vaguely remember saying...,"('sd',)"
正直、依頼が出てなきゃ翻訳と誤字訂正だけですませるつもりだったのですが……。,"To be honest, if I hadn't received a request, I would have just finished translating and correcting typos, but...","('sd',)"
Boxに全て収めると、記事量に対してちょっと縦に長いですね。,"If you put everything in a box, it will be a little long vertically for the amount of articles.","('sd',)"
情報感謝です。,Thanks for the information.,"('fc',)"
『ご冗談でしょう』は持っているんだけど、そんなこと書いてあったかなあ。,"I have a copy of ""You're joking"", but I wonder if it's written there.","('sd',)"
記憶がないのですよ。,I don't remember.,()
「代表的な格安航空会社」と「外部リンク」の節を格安航空会社の一覧に分割することを提案します。,"I suggest splitting the ""Popular Low-Cost Airlines"" and ""External Links"" sections into a list of low-cost carriers.","('sd',)"
airlinesと独立した項目になっています。,It is a separate item from airlines.,()
吹き替えられた時期を明記する必要は無いと思います。,I don't think it's necessary to specify when it was dubbed.,"('sv',)"
作品の作成または公開年だけでも良いと思いますが。,I think it's good to just create or release year of the work.,"('sv',)"
問題なのは外画などの吹き替えではなく、OVAやCDです。,"The problem is not the dubbing of foreign movies, but the OVA and CD.","('sd',)"
Metaさん、ご返答ありがとうございます。,"Meta, thank you for your reply.","('fc',)"
話の流れを追いやすくするため、インデントを調整させていただきましたこと、ご了承ください。,Please understand that I adjusted the indentation to make it easier to follow the flow of the story.,"('sd',)"
私の質問には答えてくださらない、と。,You will not answer my question.,"('^q',)"
これだと上の表との2柔構造になってませんか、という話ですよ。,"If this is the case, isn't it a two-soft structure with the above table?","('qy',)"
上でその姿と代表的なものが上がってますね。,The figure and the representative ones are up above.,"('sd',)"
58.89.236.61さんの記述について（差分）。,About 58.89.236.61's description (difference).,"('sd',)"
58.89.236.61さんの記述は一方の意見を正しいかのように記述しており、また他方の意見や出来事を除去しており、完全にPOVです。,"58.89.236.61's description makes it appear that one opinion is correct, and removes the opinion and events of the other, and is completely POV.",()
★阿修羅♪からの要約引用について：★阿修羅♪は著作権侵害サイトと思われ、WP:ELに抵触するでしょう。,★A summary quote from Asura♪: ★Ashura♪ is considered a copyright infringing site and will violate WP:EL.,"('sd',)"
掲載するのであれば、元サイトを参照文献とすべきと思われます。,"If you publish it, it seems that the original site should be used as a reference.","('sv',)"
やれやれ、あなたは利用者:BOXER氏と同一人物ですね。,"Well, you are the same person as user: Mr. BOXER.","('sd',)"
「企業も国有化しているので左派」というのはあなたの個人的見解でしょう。,"It would be your personal opinion that ""the companies are also nationalized, so they are leftist.""","('sv',)"
私もこの節の記載には賛成できかねます。,I also cannot agree with the statements in this section.,"('sd',)"
一時的な感想にすぎない断片的な雑記を紹介しても、漱石の人物の理解にはあまり役立たないと思います。,"I don't think that even if I introduce fragmentary miscellaneous notes that are only temporary impressions, they will not be very useful in understanding Soseki's character.","('sv',)"
では「郵便不正疑惑」の項目名を「不正疑惑について」とかに変えてそちらへ移すのはいかがでしょうか。,"How about changing the item title of ""Suspected Postal Fraud"" to ""About Suspected Fraud"" and moving it there?",()
責任者が誰かなど冒頭で書くほどのことではありません。,"It is not enough to write at the beginning, such as who is responsible.","('sd',)"
（たぶん）違います。,(probably) no.,()
スキームとプロトコルですよね。,It's a scheme and a protocol.,"('sd',)"
プラクティカルには区別しても意味はあまり無いのでしょうが。,"Practically speaking, the distinction does not make much sense.","('sv',)"
このGPUの項目では、主に3D描画機能を持ったコントローラの説明が中心です。,This GPU item mainly focuses on the explanation of the controller with 3D drawing function.,"('sd',)"
3D描画機能を持たないGeForce以前のコントローラの説明をグラフィックコントローラとして分離したいと思います。,I'd like to separate out descriptions of pre-GeForce controllers that don't have 3D drawing capabilities as graphics controllers.,"('sd',)"
とりあえず分割して記事らしくしました。,"For the time being, I divided it into articles.","('sd',)"
誘導方式ごとにうまく説明するには記事の大幅な整理が必要です。,"In order to explain each induction method well, it is necessary to greatly organize the article.","('sv',)"
KBもあったので、しばらくかかると思います。,"There was also a KB, so I think it will take a while.","('sd',)"
名家の実用性は言ってみれば「学問のための学問」でしょう。,"Meike's practicality can be described as ""learning for the sake of learning"".",()
和訳する際には「グリゴリー」が一般的です。,"When translating into Japanese, ""Grigory"" is common.","('sd',)"
例としてはグリゴリー・ポチョムキン、グリゴリー・ロマノフ、グリゴリー・ヤブリンスキーなどがあります。,"Examples include Grigory Potemkin, Grigory Romanov and Grigory Yavlinsky.","('sd',)"
アメーバについて日本語の文献を読んだことがほとんどありませんので訳が適切かはっきりしません。,"I have hardly read Japanese literature about amoeba, so I am not sure if the translation is appropriate.","('sd',)"
まず全般的に「other」という単語が何を指すのかわかりにくい気がしています。,"First of all, I feel that it is difficult to understand what the word ""other"" refers to in general.","('sv',)"
こちらの議論を長らく空けて失礼しました。,Sorry for the long hiatus on this discussion.,"('fa',)"
確かに一度どこかで議論する必要はあるかもしれません。,Certainly there may be a need to discuss this at some point.,"('sv',)"
ちょっと考えてみます。,I'll think about it.,"('oo',)"
むしろ高度経済成長期以降に計画的に整備された仙台市街地の画像を削除し無理やり仙台七夕の画像をねじ込んだのはあなたですよね。,"Rather, it is you who deleted the image of Sendai city that was systematically maintained after the high economic growth period and forced the image of Sendai Tanabata into it.",()
いや、和名はカタカナ書きですよ。,"No, the Japanese name is written in katakana.",()
と言うのはともかく、生物分野の記事書く場合の判断として、標準和名を優先、と言うのはすでにあるはず。,"Anyway, when writing articles in the field of biology, it should already be said that priority is given to standard Japanese names.","('sd',)"
「実際には予防こそが最も重要なのである。,"""Prevention is really the most important thing.","('^q',)"
」といった論評の記述は不可。,"Comments such as "" are not allowed.","('sd',)"
「高齢化した選手はどうするのか？」の部分はどういうことを記述しているのか不明。,"It is unknown what the part of ""What to do with aging players?""",()
（コメント）言葉足らずですいません。,(Comment) Sorry for the lack of words.,"('fa',)"
最初のわたくしの意見で「現状においては分割反対だけど、状況が変われば意見を変える可能性がある」とコメントさせていただいています。,"In my initial opinion, I commented, ""At present, I oppose the split, but if the situation changes, I may change my opinion.""","('sd',)"
のあなたの発言』これ以上にわかりやすい示し方があるでしょうか。,Your remarks on ''Is there a better way to put it?,"('qy',)"
に発言し、注意されても再度途中に発言してしまう。,"Speak up, and even if you are warned, you will speak again on the way.",()
コメント依頼を出したのは私ではないから、外すことを求められても困ります。,"I wasn't the one who sent the request for comment, so I wouldn't mind if someone asked me to remove it.","('sd',)"
図の問題は、私のこだわりではありません。,The diagram problem is not my issue.,"('sd',)"
ありました。,there was.,()
一応こちらに移動しておきます。,Let's move it here.,()
関東地方に隣接する県を編入する例<!,Example of incorporating a prefecture adjacent to the Kanto region<!,"('sd',)"
あの文章から物理学上のホログラフィーと異なることを説明する方向に拡張したかったのです。,I wanted to extend that sentence in the direction of explaining how it differs from holography in physics.,"('sd',)"
拡張した文章を提示しないと意味がないと思います。,I don't think it makes sense unless you present an extended sentence.,"('sv',)"
ブラックホールについて意見があるのならそちらに書くべきです。,"If you have an opinion about black holes, write it there.","('ad',)"
数学者の立場からすると、除法というのは逆元を掛けることに他ならないので、「除法には2種類ある」という記述には違和感を感じます。,"From a mathematician's point of view, division is nothing but multiplication by the inverse, so I feel uncomfortable with the statement that there are two types of division.","('sd',)"
より正確には、「除法の意味付けには2種類ある」ということでしょう。,"More precisely, it would be that ""there are two kinds of meanings of division"".","('aa',)"
ご指摘ありがとうございます。,Thank you for your advice.,"('fc', 'ft')"
(曖昧さ回避)」を「パスカル」にする作業は自分が引き継いでおりますので、そのようにしたいと思います。,"(disambiguation)"" to ""Pascal"", so I would like to do so.","('sd',)"
今更ですが、呼びかけがあったので。,"It's just now, but I got a call.","('sd',)"
言葉の原義があるイノセントとは状況が異なります。,"The situation is different from Innocent, which has the original meaning of the word.","('sd',)"
編集履歴から閲覧した所、プロフィール載せる内容がありました。,"When I browsed from the edit history, there was content to put on the profile.","('sd',)"
相談せずにに編集してしまって本当にすいません。,I'm really sorry that I edited without consulting you.,"('fa',)"
アテラストーリーさんと同様、その他もろともの削除は反対です。,"Like AteraStory, I oppose the deletion of everything else.","('sd',)"
定義の修正をした貘です。,This is the 貘 that corrected the definition.,()
定義を修正後、リバーとされましたが、修正した要点は2つです。,"After correcting the definition, it was called a river, but there are two main points that were corrected.","('sd',)"
特殊部隊をさす「スペシャルフォース」という用語に触れらていないため。,"Because the term ""Special Forces"", which refers to special forces, is not mentioned.","('sd',)"
風の旅人様の言う通り『項目が多くなりすぎる』『細かい物はそこまで要らないか』と感じたため、ブレイク・ピラー事件も削除しました。,"As Wind Traveler said, I felt that ``there are too many items'' and ``I don't need so many details,'' so I deleted the Blake Pillar incident.","('sd',)"
申し訳ありませんでした。,I am sorry.,"('fa',)"
ロマンアルバムが公式なものであるという報道もなければ、作中の呼称が正式名称でないという報道もありません。,"There are no reports that the romantic album is official, and there are no reports that the name in the work is not the official name.",()
作中の呼称をないがしろにすることには賛成できかねます。,I cannot agree with neglecting the name in the work.,"('sd',)"
お返事有難うございます。,thank you for your reply.,"('fc',)"
私自身は一定の期間が過ぎた議論はログ化してもよいと思っておりますが、「肥大したノートページだとは思いません」という指摘は、特段の理由とも考える事も可能だと思います。,"I myself think that it is okay to log discussions that have passed a certain period of time, but I think it is possible to think of the point that ""I don't think it's a bloated note page"" as a special reason. increase.","('sv',)"
……1つ気になったんですが、Xbox公式(一応)blogにはAボタン押しっぱなし起動についての記述はないんですよね。,"……I was wondering about one thing, but the official Xbox blog (for the time being) does not have a description about holding down the A button to start up.","('sd',)"
その絡みでちょっと扱いに困る案件だとは前々から思ってたんです。,I've always thought that it would be a difficult case to deal with because of that entanglement.,"('sv',)"
Cbrhorseと申します。,My name is Cbrhorse.,"('fp',)"
よろしくお願いします。,thank you.,"('fc',)"
ご提案の件ですが、「ZAKZAK」レベルの俗称を記事名にして新規記事を作成するのは、得策ではないように感じます。,"Regarding your suggestion, I don't think it's a good idea to create a new article with the ""ZAKZAK"" level nickname as the article name.",()
連邦準備制度は、報告だけで監査が無いようです。,The Federal Reserve seems to report only and not audit.,"('sd',)"
記事の存続が決まりましたので、短い台詞は許容範囲内であるという結論になりました。,"Since the continuation of the article was decided, it was concluded that the short dialogue was within the acceptable range.","('sv',)"
ただし全てのセリフを書いても言いわけではなく、説明に必要かどうかをきちんと見極めて編集するという事です。,"However, it's not an excuse to write all the lines, it's about editing after properly determining whether it's necessary for the explanation.","('sd',)"
応移動しました。,I moved accordingly.,"('+',)"
パソコンが壊れてしまったのでリンクの修正まで手が回りません。,"My computer is broken, so I can't get around to fixing the link.","('sd',)"
設置個所を調べ上げて列記することと～は、差がないから反対なわけです。,"There is no difference between researching and listing the installation locations, so it is the opposite.","('sd',)"
ですから、設置個所一覧は削除になったことになんら反対していません。,"Therefore, I have no objection to the deletion of the installation location list.","('sd',)"
また、厳密には正確性は関係ありません。,"Also, exactness is irrelevant.","('sv',)"
と述べられました。,It was said.,"('sd',)"
Trinity50さんの書かれたことでいくつか気になることがありますので、ここで指摘させてください。,"There are a few things Trinity50 wrote that bother me, so let me point them out here.","('sd',)"
真偽不明の「可能性」だけで偏った意見を載せるのは中立性に反すると思うのです。,"I think it's against neutrality to post a biased opinion based on only ""possibility"" of unknown truth.","('sv',)"
とてもわかりやすくて良いと思いますが、「インタビューに現れた」で終わりにしてしまうのは不十分です。,"I think it's very easy to understand, but it's not enough to just say ""I showed up for the interview"".","('sv',)"
読者はインタビューの内容を知りたがるでしょう。,Readers will want to know what the interview is about.,"('sv',)"
「キャッチフレーズ」や「略称」というのは謂わば「飾り」です。,"""Catchphrases"" and ""abbreviations"" are, so to speak, ""decorations"".","('^q',)"
そんな事よりもっと重要な事があります。,There are more important things than that.,"('sv',)"
それは、かずみ義幸氏による漫画版のタイトルです。,That is the title of the manga version by Yoshiyuki Kazumi.,"('sd',)"
横浜と川崎でどちらかが住まい、もう一方が通学先だったりしたのかもしれないですね。,"Maybe one of them lived in Yokohama or Kawasaki, and the other went to school.","('sd',)"
憶測でしかなくなってしまうので県レベルでの記載に賛成です。,I agree with the description at the prefecture level because it will only be speculation.,"('aa',)"
語弊が有ると思ったので追記しておきますと。,"I thought it was a misnomer, so I'll add it.","('sd',)"
『日本語訳の出典が無い為、信ぴょう性に欠けるから、除去に反対しない』だけです。,"It's just ""I don't oppose removal because there is no source for the Japanese translation, so it lacks credibility.""","('^q',)"
ハイセンスがケイダッシュに所属し、活動していたことは確認できます。,It can be confirmed that Hisense belonged to Kadash and was active.,"('sd',)"
しかし、これといって実績に関する情報が検証できません。,"However, it is not possible to verify this information.","('sd',)"
メンバーが複数いたことも確認できませんでした。,It was not possible to confirm that there were multiple members.,"('sd',)"
久々に見たら、何だかすごい事になっているというか・・・。,"It's been a long time since I've seen it, and it seems like something amazing has happened...","('sd',)"
DVD、BDのリストですが、本人依存の作品ではないもの（例：ウルトラマンマックスなど）は、ここでは必要とは思えません。,"This is a list of DVDs and BDs, but I don't think that non-personal works (eg, Ultraman Max) are necessary here.","('sv',)"
「首長エイ」とかてっきり「くびながえい」だと思っていたのですが。,"I thought that ""Chief Ei"" was definitely ""Kubi Nagaei"".","('sd',)"
すみません。,excuse me.,"('fa',)"
(スペイン)をリダイレクトのスペイン上院への改名を提案します。,(Spain) proposed to be renamed to the Spanish Senate of Redirect.,"('sd',)"
(スペイン)からリダイレクトのスペイン下院への改名提案についてもこの場で議論したいと思います。,I would also like to discuss the proposed renaming of the Redirect from (Spain) to the Spanish House of Commons here.,"('sd',)"
既に他のユーザー様によって削除されましたが、ドラマＣＤ情報について議論告知を貼っておきます。,"It has already been deleted by another user, but I will post a discussion notice about the drama CD information.","('fc',)"
削除派の私の主張は上記のタケナカ氏と同様の理由です。,My argument for deletion is the same reason as Mr. Takenaka above.,()
「三角関数でラジアンを使う理由が、ただ「自然」だからである。,"""The reason for using radians in trigonometric functions is simply 'natural'.","('^q',)"
」というのは理由になっていません。,” is not the reason.,"('^q',)"
三角関数の微分が簡潔になるからラジアンを用いるのです。,We use radians because it simplifies the differentiation of trigonometric functions.,"('sd',)"
はじめまして。,nice to meet you.,"('fc',)"
２点気づいたことがあり、初めて投稿します。,I've noticed two things and will post for the first time.,"('sd',)"
ビルバオ郊外には、ビスカヤ橋という世界遺産があります。,"In the suburbs of Bilbao, there is a UNESCO World Heritage Site called the Vizcaya Bridge.","('sd',)"
を記事存在へ分割統合。,into article existence.,"('+',)"
存在も内容が充実すると考える。,I think that the existence is also full of content.,"('sv',)"
かなり荒っぽいですがやってみました。,"It's pretty crude, but I tried.","('sv',)"
初めてなのでうまくできていないところが有ると思いますので、訂正が必要と思われるところがありましたらどうか加筆くださいませ。,"Since it is my first time, I think that there are places where I am not doing well, so please correct me if there are places that you think need to be corrected.","('sv',)"
細かい言葉尻まで本人からの指摘をそのまま反映させていたら客観性が損なわれることになりますし私は後者の方はそのままで良いと思います。,"If you just reflect the points made by the person in question, including the finer details, the objectivity will be lost, and I think the latter should be left as it is.","('sv',)"
表現を変えるにしても本人から指摘されて変えるのはどうかと。,"Even if you change the expression, how about changing it after being pointed out by the person himself?","('qh',)"
（コメント）出典は求められたら明示する方向にに沿っていくべきでしょう。,(Comment) The source should follow the direction of specifying when requested.,"('ad',)"
Wikipediaの方針通りであるべきです。,Wikipedia policy should be followed.,"('sd',)"
書き換えました。,I rewrote it.,"('sd',)"
分子には「振った個数の階乗」が出てくるはずです。,"In the numerator, ""the factorial of the number of shakes"" should appear.","('sd',)"
p+1個のサイコロを振って全ての目が出る確率は、p*(p+1)!,The probability of rolling p+1 dice and getting all the numbers is p*(p+1)!,"('sv',)"
Takabegさん、ありがとうございます。,Thank you Takabeg-san.,"('ft',)"
「どうぞ、おっしゃってみてください。,"""Please try talking to me.","('^q',)"
」という言葉をいただいてから、念のためもう一度考えてみたのですが、次のような条件であれば改名に賛成したいと思います。,"”, I thought about it again just in case.",()
私に対しての個人的な質問でしょうか？。,Do you have a personal question for me? .,"('qy',)"
私はこの項の主記載者でもありませんし、完璧な記事がどの時点においても書かれているとは思っていません。,"I am not the primary author of this section, nor do I believe that the article is perfect at any point in time.",()
（賛成）報道などでは「ジェームズ」が優勢なように思われますが、「ジェームズ」と「ジェイムズ」に大きな差はないと考えられます。,"(Agree) It seems that ""James"" is dominant in the media, but there is not much difference between ""James"" and ""James"".","('aa',)"
英語での発音に近い「ジェイムズ・ミルナー」への移動に賛成します。,"I agree with moving to ""James Milner"" which is closer to the English pronunciation.","('sd',)"
朝鮮人が使うことが多い（日本人の親韓左派も使うことあり）「論法」であり、目的は結論を収斂させないために使われる。,"It is often used by Koreans (sometimes used by Japanese pro-Korean leftists), and the purpose is to prevent convergence of conclusions.","('sv',)"
つまり、付き合うと結論が出ない。,"In other words, there is no conclusion when dating.","('sv',)"
相手にしてはいけない。,Don't be your opponent.,"('^2',)"
横から失礼します。,You'll excuse me from the side.,"('sd',)"
専門的な文脈では言い回しとして特殊な日本語が登場することは、決して稀なことではなく、一般人を対象とする百科辞典もこの例外ではありません。,"It is not uncommon for special Japanese words to appear in specialized contexts, and encyclopedias aimed at the general public are no exception.","('sv',)"
さて、なにからお話しなければなりませんかね…。,"Well, what do we have to start with?","('qw',)"
まず最初にお２人に申し上げておく事があります。,"First of all, I have something to say to the two of you.","('sd',)"
議論を拒否して編集を実行する事はやめてください。,Please don't decline discussions and make edits.,()
ところではサガー・ジローという神戸市出身のイラストレーターの項目を立項し、熱心に加筆しているのですね（）。,"By the way, I see that you've created an article about Sagar Jiro, an illustrator from Kobe City, and you've been adding to it enthusiastically ().","('sd',)"
そうすると、気になることが2つあります。,Then there are two things to worry about.,"('sv',)"
Kogane様、発言が感情的になっておられます。,"Mr. Kogane, your remarks are getting emotional.",()
そして私の記している一連の文章に関して、十分にご理解いただけていない懸念を感じます。,And I am concerned that you have not fully understood the series of sentences I am writing.,()
あれだけの容積と質量のものを一瞬にして崩壊するには相当の量のテルミットが必要です。,A considerable amount of thermite is required to collapse something of that volume and mass in an instant.,"('sd',)"
ただし、柱の要所要所に斜めにぶった切るように設置すると、それ程は必要ないでしょう。,"However, if you install it diagonally at the important point of the pillar, it will not be necessary so much.","('sv',)"
「戦闘機の値段」のところにBやCの値段まで書いてあるけれども、爆撃機や輸送機は別に記事があるのだからそちらに記載をすべきなのではないか。,"Even though the prices of B and C are written in the ""Fighter price"" section, bombers and transport planes have separate articles, so shouldn't they be listed there?","('qy',)"
「戦闘機の値段」はいつの時点のものか。,"When is the ""fighter price""?","('qw',)"
（意見）意地の張り合いという気もしますが、ニュアンス的には「～控えてください。,"(Opinion) I feel like it's a stubborn rivalry, but the nuance is ""Please refrain from ....",()
」でも悪くないと思います。,'But I don't think it's bad.,"('sv',)"
でも自分だったら「～おやめください。,"But if I were you, I'd say, ""Please stop.","('sd',)"
」か「～ご遠慮ください。,” or “Please refrain from doing so.,"('^q',)"
」にしますね。,”.,()
これは出典の示し方として不適切ではないでしょうか。,Isn't this an inappropriate way of citing sources?,"('qh',)"
「多い」というのは意味を持たない言葉ですね。,"""Many"" is a meaningless word.",()
人によって何が「多い」かは違いますから。,What is “a lot” differs from person to person.,"('sv',)"
私は記事を作成した本人ではないのでわかりかねますが、少なくともナショナルチームとクラブチームの相違性が関係してくるでしょう。,"I'm not the author of the article so I'm not sure, but at least the differences between national teams and club teams are relevant.","('sd',)"
あるいは完全にただの偶然ということも考えられますが。,Or it could be purely coincidental.,"('sv',)"
多くの使用用法の在る”自然”を英語版を参照に書き換えてみました。,"I rewrote ""nature"", which has many usages, with reference to the English version.","('sd',)"
今まで掲載されていた文面も入れたのですが気になるところがあったらご指摘下さい。,"I have included the text that has been posted so far, but if you have any concerns, please point it out.",()
それは無水硫酸（発煙硫酸）H2SO4・SO3を使うはずです。,It should use sulfuric anhydride (oleum) H2SO4 SO3.,"('sd',)"
