Sentence,Translated Sentence,dialog_acts
"另见《新时期文学中虐恋现象探究》来源：“虐恋,是一种将痛感与快感联系在一起的性活动.”。","See also the source of ""A Study of Sadomasochism in Literature in the New Era"": ""Sadomasochism is a sexual activity that combines pain and pleasure."".",()
也就是些报纸臆断出来的“野史”，把二手资料拿来当信息来源并且还将报道猜想，推测出来的事情加以肯定化。,"That is to say, the ""unofficial history"" conjectured by some newspapers, using second-hand data as a source of information and affirming the conjectures and conjectures in the reports.","('sv',)"
只挑了部分内容看了下引用的参考资料，相对照的话还算是参考资料翔实且符合的，中文内容结构合理，语法通顺。,"I only picked part of the content and looked at the reference materials cited. In comparison, the reference materials are informative and consistent. The Chinese content structure is reasonable and the grammar is fluent.","('sd',)"
值得投支持。,It is worth voting for.,"('sv',)"
抱歉，那天講話衝了點。,"Sorry, my speech was a bit rushed that day.","('fa',)"
我認同將羈縻地用唐朝式無色甚至標年的方法標示區分明朝的羈縻地。,I agree that the Jimi land will be marked with the colorless or even year-marking method of the Tang Dynasty to distinguish the Jimi land of the Ming Dynasty.,"('aa',)"
华北人民政府不是国号，赞同。,"The People's Government of North China is not a country name, agree.","('sd',)"
但的确是政区：在解放战争时期，一直延续到中华人民共和国建国初期，在省级以上还有一级区划，即是大区。,"But it is indeed a political area: during the War of Liberation and until the early days of the founding of the People's Republic of China, there was another level of division above the provincial level, that is, a large area.","('sd',)"
华北人民政府即是一个大区政府。,The North China People's Government is a regional government.,"('sd',)"
太法律的意思是不方便一般人閱讀。,Too legal means that it is not convenient for ordinary people to read.,"('sv',)"
你上面不是人權的定義，只是人權的一部份；你不如把人權的所有含義列出來吧。,"What you said above is not a definition of human rights, but a part of human rights; why don't you list all the meanings of human rights.","('qh',)"
原條文節錄如右：相較於僅提供兩性廁所，提供「三種廁所」可以避免犯罪者假裝性別不安症/跨性別者進入女性廁所犯罪。,"The excerpt from the original article is as follows: Compared with only providing toilets for men and women, providing ""three kinds of toilets"" can prevent criminals from pretending to be gender dysphoria/transgender people to enter women's toilets to commit crimes.","('sd',)"
這裡不太理解，「三種廁所」指的是傳統的兩性廁所+中性廁所嘛?,"I don't quite understand here, ""Three kinds of toilets"" refer to traditional gender toilets + neutral toilets?",()
低溫煉鋼法真的好嗎?,Is the low temperature steelmaking method really good?,"('qy',)"
如果要勞動密集的話，現在只要用水壓機就夠了，難道現在不能用低溫煉鋼嗎?,"If it is labor-intensive, hydraulic presses are enough now, so can’t low-temperature steelmaking be used now?",()
可見高溫煉鋼才是王道。,It can be seen that high-temperature steelmaking is the kingly way.,"('sd',)"
虽然中国发明的这种纸贡献最大，但不能把埃及人的功劳一笔抹杀。,"Although the paper invented by China made the greatest contribution, the contribution of the Egyptians cannot be wiped out.","('sv',)"
最早发明纸的是埃及人，最早的纸是莎草纸。,"It was the Egyptians who first invented paper, and the earliest paper was papyrus.","('sd',)"
其后还有羊皮纸，最后中国发明的这种纸才出现。,"Then there was parchment, and finally the Chinese invention of this kind of paper appeared.","('sd',)"
如这本书没有用卖国两字，当然引用此書时也不應说卖国兩字的。,"If this book does not use the word traitor, of course it should not be said when citing this book.","('sv',)"
就是按維基規則客觀如實引用相關內容即可。,Just refer to relevant content objectively and truthfully according to wiki rules.,"('sd',)"
從文章中移除以下的內容，因為該段落的內容的參考來源是博客。,"Remove the following from the article, as the reference source for the content of this paragraph is the blog.",()
“根據這一命令以及一個月後國會通過的一項法律，美國西海岸軍區司令德威特將軍藉口日本人入侵和顛覆的威脅，發出一系列命令。,"""In accordance with this order and a law passed by Congress a month later, General DeWitt, commander of the United States West Coast Military District, issued a series of orders pretexting the threat of Japanese invasion and subversion.","('sd',)"
稱作教會的教會與基督徒之間，不但名稱上毫無共通之處，還有兩個完全敵對的原則。,"There is not only nothing in common between what is called the Church and the Christians, but there are two principles that are utterly antagonistic.","('sv',)"
、自以為是、誹謗與死亡；後者是謙虛、懺悔、順從、肯定與生命。,", self-righteousness, slander, and death; the latter is humility, repentance, obedience, affirmation, and life.","('sv',)"
不知道有没有人在意这个问题，我是在意了很久，不过因为动画标题来源比较随意，所以不好判断。,"I don't know if anyone cares about this issue. I have been concerned about it for a long time, but because the source of the animation title is relatively random, it is difficult to judge.","('sv',)"
今天下到漫画看了一下，这个标题是来自以下的一个四格。,I went down to the manga today and read it. This title comes from the following four frames.,"('sd',)"
其他页面也是金朝等。,The other pages are also Jin Dynasty and so on.,"('sd',)"
如果修改就一起修改。,"If you modify it, modify it together.","('ad',)"
：辽朝之称乃是最常用名称，若只能用正式国号，那元朝应该叫“大元”、明朝应该叫“大明”，清朝应该叫“大清”。,": The name of the Liao Dynasty is the most commonly used name. If only the official country name can be used, then the Yuan Dynasty should be called ""Dayuan"", the Ming Dynasty should be called ""Daming"", and the Qing Dynasty should be called ""Daqing"".","('sd',)"
我被封禁是因为编辑战。,I got banned because of an edit war.,"('sd',)"
阁下继续编辑战也会被封禁。,You will also be banned if you continue to edit the war.,"('sd',)"
諸如小弟修正的內容，婆娑羅是一種日本古代下級貴族的一種僭越行為。,"For example, as my younger brother has revised, Basara is an act of arrogance by the lower-ranking nobles in ancient Japan.","('sd',)"
遊戲的命名方式應該是取其『以下犯上』的意涵。,"The naming method of the game should be based on the meaning of ""the following commits the above"".","('sd',)"
不過關於這點只是小弟個人的揣測，日文條目中也沒有提及其命名的意圖。,"However, this is just my little brother's personal speculation, and the Japanese entry does not mention the intention of its naming.","('sd',)"
上面也有不少用戶提出了，白目的意思和Troll的英文含义相差甚远，Trolling是一种明知故犯，主动发起挑衅行为。,Many users also pointed out that the meaning of Baimu is far from the English meaning of trolling. Trolling is a kind of provocative behavior that knowingly commits a crime.,"('sd',)"
無論從字面上來說，還是實際應用，『釣魚』更為貼近其含義。,"No matter literally or practically, ""fishing"" is closer to its meaning.","('sv',)"
我說的是您把兩個草案混在一起，這還是您自己在註解中說的。,"I'm talking about you mixing the two drafts, and that's what you said yourself in the comments.","('sd',)"
更別提來源根本沒說什麼哪國不再要求表決，不要添加來源沒有的說法。,"Not to mention that the source doesn't say at all which country is no longer asking for a vote, don't add that the source doesn't.","('sd',)"
?,?,()
没那么严重吧。,It's not that serious.,"('sd',)"
简直是莫名其妙。,It is simply inexplicable.,"('sv',)"
如果承认价值观因人而异的化，所谓意义又何来统一标准，除非是暴君独裁或自称各类神的代理人，一般人是不会要求他人把意义统一到自己手里。,"If it is recognized that values ​​vary from person to person, how can there be a unified standard of meaning? Unless it is a tyrant or a self-proclaimed agent of various gods, most people will not ask others to unify meaning into their own hands.","('qh',)"
建議應該統一體例，譬如「第15回大會」和「第十五回大會」互見，應該約定採取其中一種。,"It is suggested that the style should be unified. For example, the ""15th Congress"" and the ""Fifteenth Congress"" meet each other, and it should be agreed to adopt one of them.","('sd',)"
又如關卡名稱的翻譯，偶有出入。,"Another example is the translation of the level name, which is occasionally discrepant.","('sd',)"
現在關卡名稱前面常常會先寫日文片假名再寫中文，有時候則是寫英文，格式很混亂。,"Now the level name is often written in Japanese katakana first and then in Chinese, and sometimes in English, the format is very confusing.","('sd',)"
而且维基百科也没有流行度方面的要求。,And Wikipedia has no popularity requirements.,"('sd',)"
条目中引用了《尚书·洪范》和《国语》作为五行起源时间的佐证。,"The entry cited ""Shangshu·Hong Fan"" and ""Guoyu"" as evidence of the origin time of the five elements.","('sd',)"
但是，《洪范》已经被认为是伪书，《国语》也有大量后人窜入的内容。,"However, ""Hong Fan"" has been considered a fake book, and ""Guoyu"" also has a lot of content that later generations sneaked in.","('sv',)"
所以，条目中的引文不能当作五行起于西周的证据。,"Therefore, the citations in the entries cannot be taken as evidence that the Five Elements originated in the Western Zhou Dynasty.","('sv',)"
希望见到更确切的条目，这是我把一段论述用于此条目的初衷。,"Hope to see a more precise entry, which is my original intention to use a discussion for this entry.","('sd',)"
不象条目的写法可能是有的，因为这本来是为了《论文任务书》。,"There may be a way of writing that is not like an entry, because it was originally for the ""Thesis Task Book"".","('sd',)"
但我认为对于涂鸦艺术的概念在没有更准确的条目出现之前，它是准确的。,But I think the concept of graffiti art is accurate until there is no more accurate entry.,"('sv',)"
牛頓三大定律之第二定律便是這個F=ma，其中F、m、a分別代表力、質量、加速度。,"The second law of Newton's three laws is this F=ma, where F, m, and a represent force, mass, and acceleration respectively.","('sd',)"
後來，愛因斯坦不服這一弱智定律，並用自己的狹義相對論把它推翻了。,"Later, Einstein refused to accept this mentally retarded law and overturned it with his own special theory of relativity.","('sd',)"
牛頓定律只是它的低速近似。,Newton's laws are just a low-speed approximation of it.,"('sd',)"
我觉得：西南亚较少是合理的，因为这些地区对抒情诗并无多少世界级的贡献。,"I think it is reasonable to say that Southwest Asia is less, because these regions do not have many world-class contributions to lyric poetry.","('sv',)"
那些作品很宗教化，对于其他地方的民众是很有距离的。,"Those works are very religious, and they are far away from people in other places.","('sv',)"
并不是说所有地区要平摊。,It is not to say that all regions should be equally divided.,"('sv',)"
建议移除：“台湾叫做-{聯集}-、大陆叫做-{併集}-。,"Suggested removal: ""Taiwan is called -{United Set}-, and the mainland is called -{United Set}-.","('sd',)"
事实上大宗简体中文文献资料称之为“并集”，“-{併集}-”是文言文用户使用的称谓。,"In fact, a large amount of Simplified Chinese literature is called ""union"", and ""-{union}-"" is the title used by classical Chinese users.","('sd',)"
这个提醒很值得一议。,This reminder is worth discussing.,"('sv',)"
首先，《命名常规》是要求条目标题''尽量为中文，如果是外文标题，一般需做成重定向页。,"First of all, the ""Naming Convention"" requires that the title of the entry should be in Chinese as much as possible. If the title is in a foreign language, it generally needs to be made into a redirection page.","('sv',)"
所以，它没有要求内文在提到外文人名时必须使用汉译名。,"Therefore, it does not require that the internal text must use Chinese translations when referring to foreign names.","('sd',)"
鉴于本条目的现状，我打算从英文Wikipedia翻译，扩充条目。,"In view of the current status of this article, I intend to translate from English Wikipedia and expand the article.","('sd',)"
针对条目中的部分内容，如内容，图谋复辟章节，私认为应该给出恰当的来源。,"For some of the content in the article, such as the content and the section on attempting to restore, I personally think that an appropriate source should be given.","('+',)"
在鉻這個條目中，@user：閣下做出修定，將Chromium名稱設定為拉丁文。,"In the chromium entry, @user: Your Excellency made an amendment to set the Chromium name to Latin.","('sd',)"
蘇州君對於拉丁文有相當的愛好，我不是否定他的修改，只是想確定這個字真的是拉丁文，所以先暫時行回退。,"Mr. Suzhou has a considerable interest in Latin. I am not denying his revision, but just want to make sure that the word is really Latin, so I will go back temporarily.","('sd',)"
这里就涉及到“本地”。,"""Local"" is involved here.",()
自海南战役结束后，该地的控制权就没有再更动过，而“解放”的提法也被当地官方一直沿用下来，直到目前，所以是可以（而且应当）使用的。,"Since the end of the Hainan campaign, the control of the area has not been changed, and the term ""liberation"" has been used by local officials until now, so it can (and should) be used.","('sd',)"
维基方针原则中没有说过“无法查证的消息应当立即被删除”，辅助查证也是维基人应尽的义务之一。,"There is no statement in the Wikipedia policy that ""information that cannot be verified should be deleted immediately"", and assisting in verification is also one of the obligations of Wikipedians.","('sd',)"
对于暂无法查证的消息，可以挂上“来源请求”，但盲目删除只能招致编辑战。,"For news that cannot be verified for the time being, you can put up a ""source request"", but blind deletion can only lead to editorial warfare.","('sd',)"
热比娅在90年代暴富时，其经商合法性的说明。,"When Kadeer became rich in the 1990s, she explained the legality of her business.","('sd',)"
热比娅在保外就医前与政府达成的协议，而出国后出尔反尔。,"Rebiya Kadeer made an agreement with the government before she was released on parole for medical treatment, but she backtracked after she left the country.","('sd',)"
譯作「畫廊」令人困惑，作「圖片」或「圖片庫」更合理。,"The translation of ""gallery"" is confusing, and ""picture"" or ""picture library"" is more reasonable.","('sd',)"
車站特徵一節原文最後一段沒譯，那一段英文也不算冗餘，不妨加上。,"The last paragraph of the original text in the section on station characteristics has not been translated, and that paragraph in English is not considered redundant, so it may be added.","('sd',)"
我目前没有足够多的空闲时间。,I don't have enough free time right now.,"('sd',)"
可能是朝鲜金家王朝的居住在韩国的一位宣传人员，所以他才不遗余力地在维基百科的许多语言版本中反复修改“朝鲜劳动党”条目。,"It may be a propagandist of the Kim Dynasty of North Korea living in South Korea, so he spared no effort to repeatedly revise the ""Workers' Party of Korea"" entry in many language versions of Wikipedia.","('sd',)"
（自薦、大幅修改、動員令）（動員令令大量低質條目湧現，從新條目推薦的條目中，竟然發現一些完全缺乏組織，只有首段的低質條目。,"(Self-recommendation, substantial revision, mobilization order) (The mobilization order resulted in the emergence of a large number of low-quality articles. Among the articles recommended by new articles, some articles were found to be completely unorganized and only had the first paragraph of low-quality articles.","('sd',)"
我用的是forum.evageeks.org網民提供的版本，但現在只有手機不方便對照。,"I use the version provided by forum.evageeks.org netizens, but now only mobile phones are inconvenient to compare.","('sd',)"
「次回預告」我挺想留的，因爲寫《破》的時候一定要寫到，用來對照《Q》的跳票發展。,"I really want to keep the ""second preview"", because I must write it when I write ""Broken"", so as to compare the development of ""Q"" with delays.","('sd',)"
有一種負面資訊被冗長的文字淹沒淡化的感覺，而正面資訊就有着截然不同的處理方式令其顯得較為突出，整體而言就變成了李洪志好像是一個被迫害者似的。,"There is a feeling that negative information is submerged and diluted by lengthy text, while positive information is handled in a completely different way to make it stand out. On the whole, it becomes as if Li Hongzhi is a persecuted person.","('sv',)"
可能這是你們信眾心中的事實，但是有更多人不是這樣想。,"Maybe this is the truth in your hearts, but there are more people who don't think so.",()
只要他摘取7枚金牌，他亦被他的资助商speedo奖励100万美金。,"As long as he wins 7 gold medals, he will be awarded 1 million US dollars by his sponsor Speedo.","('sd',)"
在他开始雅典2004奥运会比赛之时，小盖瑞·郝尔和杰森·李扎克同时入选了美国4x100自由泳接力赛，公开对菲尔普斯的加入产生质疑。,"When he started competing at the Athens 2004 Olympics, Gary Hall Jr. and Jason Lezak were both selected for the US 4x100 freestyle relay, publicly questioning Phelps' inclusion.","('sd',)"
特別是這一句：上帝以往不鑑察世人的無知，現在則命令世上所有的人都要悔改。,"Especially this sentence: God did not see the ignorance of the world in the past, but now he commands all people in the world to repent.","('sv',)"
因為祂已經定了日子，要藉祂所設立的人按公義審判這個世界。,For he has appointed a day when he will judge the world in righteousness by a man whom he has ordained.,"('sv',)"
空气凤梨QQ群:40686707(高级群)。,Air pineapple QQ group: 40686707 (advanced group).,"('sd',)"
欢迎加入交流。,Welcome to join the exchange.,"('fp',)"
请注明：空凤。,Please specify: empty phoenix.,"('ad',)"
作为引言本就该控制在几句之内，而不是作成全文概述。,"As an introduction, it should be limited to a few sentences, not a full-text overview.","('sv',)"
那几个条目也不是毫无换行，可供阅读。,Those few entries are not without line breaks and can be read.,"('sd',)"
没人要求年表必须在第一句全部写明，也做不到。,"No one requires that the chronology must be fully stated in the first sentence, and it cannot be done.","('sv',)"
尖吻蝮的危险性是否存在，是一件很客观的事情。,Whether the danger of Agkistrodon exists is a very objective matter.,"('sv',)"
查阅尖吻蝮主要生活地域相关的生物学及医学统计资料即可得到证明。,It can be proved by consulting the biological and medical statistics related to the main living areas of Agkistrodon.,"('sd',)"
做到这一点并不困难。,It is not difficult to do this.,"('sv',)"
源于祖鲁语这点是毫无疑问的。,There is no doubt about the Zulu origin.,()
但这里又说豪萨语。,But again Hausa is spoken here.,"('sd',)"
豪萨语是西非那边的语言，跟南非没什么关系，而且跟祖鲁语语系都不一样。,"Hausa is a language in West Africa, it has nothing to do with South Africa, and it is not the same as the Zulu language family.","('sd',)"
以前看到相关的报道都是一头雾水，哪来的达尔富尔问题惹得那么多人注意。,"I was at a loss when I saw related reports before, but why did the Darfur issue attract so many people's attention.","('sd',)"
今天算是明白些了。,Today I understand better.,"('sd',)"
不过我觉得没必要去太在意西方的“双重标准”，他们一贯如此，对自己做过的事睁一只眼闭一只眼的。,"But I don't think it is necessary to pay too much attention to the ""double standards"" of the West. They have always been like this, turning a blind eye to what they have done.","('sv',)"
我認為日本海軍歷史應該將維新後～二戰結束的內容移回，並在日本海军历史約略提及，並附上主條目：大日本帝國海軍，才正確吧。,"I think the history of the Japanese navy should move back the content after the Restoration ~ the end of World War II, and briefly mention it in the history of the Japanese navy, and attach the main entry: Imperial Japanese Navy, which is correct.","('sv',)"
苏美尔人在两河流域创造了高度发达的人类早期文明，苏美尔人来自何处，苏美尔文明发源于何处，至今仍是一个谜。,The Sumerians created a highly developed early human civilization in the Mesopotamia. It is still a mystery where the Sumerians came from and where the Sumerian civilization originated.,"('sd',)"
过去有学者曾提出过黄河流域文明来自苏美尔文明的设想。,"In the past, some scholars have put forward the assumption that the civilization in the Yellow River Basin came from the Sumerian civilization.","('sd',)"
“糸”本字音读为べき，新字体糸本字“丝”音读为し，这是你查阅任何一本日语字典都能知道的结论，这是日语读音。,"The pronunciation of the original character ""系"" is べき, and the pronunciation of the character ""Silk"" in the new font is し. This is the conclusion you can know from any Japanese dictionary. This is the Japanese pronunciation.","('sd',)"
臺字俗写古而有之，不是大陆或者日本的锅。,"Taiwanese characters are written in ancient times, and they are not the fault of the mainland or Japan.","('sv',)"
在下所舉的書籍資料是由雜誌請聲優本人寫的（綠川所寫的是「侍B＝侍衛B」）。,"The books and materials listed below were written by the voice actors themselves (Midorikawa wrote ""Samurai B = Bodyguard B"").","('sd',)"
後世有史學家評論「天子守國門，君主死社稷」(註)。,"Some historians in later generations commented that ""the emperor guards the gate of the country, and the monarch dies in the country"" (Note).","('sd',)"
然後註解再說是誰說的，如果認為此評論有偏頗，也要附上來源出處，證明有學者認為有偏頗。,"Then note who said it. If you think this comment is biased, you must also attach the source to prove that some scholars think it is biased.","('ad',)"
望你不要修改他人的发言，这是起码的礼貌。,"I hope you don't modify other people's speeches, this is the minimum courtesy.","('^q',)"
另外，fact模板是用在条目正文里的，请不要加在别人的发言里。,"In addition, the fact template is used in the text of the article, please do not add it to other people's speeches.","('sd',)"
在命名方面确实有争议，但采纳这种极其主观式的命名还是欠妥，什么“特别”、“重大”的词汇，都不符合维基百科的命名规则。,"There are indeed controversies in terms of naming, but it is not appropriate to adopt such an extremely subjective naming. Any ""special"" or ""significant"" words do not conform to Wikipedia's naming rules.","('sd',)"
關於花名那裡，首先，我個人覺得偏BL的東西不應該放進去，那畢竟只是某些人的喜好，大部分的人(至少我遇到的大部分人)對這種事情都還是有點排斥的。,"Regarding the flower name, first of all, I personally think that things that are partial to BL should not be included. After all, it is just some people’s preferences. Most people (at least most people I met) are still a little bit against this kind of thing. of.","('sv',)"
第二，放太多奇怪的名稱不太好，而且有些感覺很難聽。,"Second, it is not good to put too many strange names, and some feel ugly.","('sv',)"
联合国开发计划署发布的人类发展指数排名表里面没有，也不可能出现中华民国。,The Republic of China is not and cannot appear in the Human Development Index ranking list released by the United Nations Development Program.,"('sd',)"
联合国开发计划署作出这一项排名不是简单把各国自己计算的发展指数汇总再排名，而是根据它自己掌握的各种数据来推算出来的。,"The ranking made by the United Nations Development Program is not simply a ranking of the development indexes calculated by the countries themselves, but a calculation based on various data it owns.","('sd',)"
嗯，目前維基上的台灣翻譯是「真里」，但普社放出的資料卻一下寫真里，一下寫瑪麗。,"Well, the current Taiwanese translation on Wikipedia is ""Zhenli"", but the information released by Pushe is in the photo, and it says Mary.","('sd',)"
因此在還沒看到實際的海報與書面資料前，煩請各位編輯者不要任意更改譯名，大家就看普社怎麼翻譯吧。,"Therefore, before seeing the actual posters and written materials, please editors please do not change the translated name arbitrarily, and everyone will see how Pushe translates.","('^q',)"
依作者國籍甚至黨派去決定中立性，並不是中立之本意，加入中立模版並不合理，應予刪去。,Determining neutrality based on the author's nationality or even party affiliation is not the original intention of neutrality. It is unreasonable to add a neutral template and should be deleted.,"('sv',)"
條目中的證詞或證人有一定來源，行文態度亦不偏頗，而比例是否適當，就要取決於是否有相反證詞而定。,"The testimonies or witnesses in the entry have a certain source, and the attitude of the writing is not biased. Whether the proportion is appropriate depends on whether there is any contrary testimony.",()
理由為何?,why?,"('qw',)"
(Taiwan)。,(Taiwan).,"('t3',)"
如此措辞大多数都是有来源的，否则当年也不会获评优良条目。,"Most of the wording in this way has its source, otherwise it would not have been rated as an excellent entry that year.",()
“不适合百科全书”这个理由实在难以理解，如果一切都是平铺直叙就是“百科全书的语气”的话，那我想现在有很多条目都无法冲优冲特了。,"The reason of ""not suitable for an encyclopedia"" is really hard to understand. If everything is described in a straightforward manner, which is ""the tone of an encyclopedia"", then I think there are many items that cannot be compared to Youchongte.","('sv',)"
“在此种会议中，参与者不允许代表自己的国家，必须扮演他国外交官”这个惯例很久以前就取消了。,"The convention that ""in such meetings, participants are not allowed to represent their own countries, but must act as diplomats of other countries"" was abolished long ago.","('sd',)"
缺少对模拟联合国地区发展情况的介绍。,There is a lack of presentation on the development of the Model United Nations region.,"('sd',)"
根据维基百科的原则，中文百科应该优先使用中文资料来源。,"According to the principles of Wikipedia, Chinese encyclopedia should give priority to Chinese sources.","('sd',)"
使用外文来源也要优先使用已经公开发表的中文译文。,The use of foreign language sources should also give priority to the use of Chinese translations that have been published.,"('sv',)"
该文章通篇几乎只使用日文资料来源，对于中文读者来说其资料来源可查性非常低。,"The entire article uses almost exclusively Japanese sources, which are very low-source checkability for Chinese readers.","('sd',)"
后者，:File:Windows_10.png，使用的是繁体中文。,"The latter, :File:Windows_10.png, uses Traditional Chinese.","('sd',)"
中共的很多做法值得质疑，但确实在进步中。,"Many practices of the CCP are questionable, but they are indeed making progress.","('sv',)"
現在的版本中，猶太人一行中的說明部分（“現狀”）說到“傳統上稱爲藍帽回回”，然後又說到“和回族無關”。,"In the current version, the explanation part (""the status quo"") in the Jewish line says ""traditionally known as the blue hat Huihui"", and then says ""has nothing to do with the Hui people"".",()
既然是“傳統”而且用詞是“回回”，那麼應該是指歷史上“回回”這個詞所指，並非今日“回族”。,"Since it is ""traditional"" and the word is ""Huihui"", it should refer to the word ""Huihui"" in history, not today's ""Huihui"".","('sd',)"
請求不合理。,Unreasonable request.,()
同身妻子就是主語，沒有缺少主語的問題。,"The same-sex wife is the subject, and there is no problem of lacking a subject.","('sv',)"
第二任顥得突兀，只是請求人個人的觀感問題。,The second Ren Hao's abruptness is just a matter of the requester's personal perception.,"('sv',)"
符合DYK标准。,Comply with DYK standard.,()
看到修改为“Miss周刊Playboy”了。,"I saw that it was changed to ""Miss Weekly Playboy"".","('sd',)"
但是不论接受还是拒绝意见，都应该在评审中正面回应，这是评审礼仪。,"But regardless of accepting or rejecting comments, you should respond positively during the review, which is review etiquette.","('sv',)"
“拥有军事潜艇的政权”一节不是大问题，保留不保留也没所谓。,"The ""regime with military submarines"" section is not a big problem, and it doesn't matter whether it is kept or not.","('sd',)"
但“当代大众文化中的潜艇”只有列表是绝不足够的，只列出一些书名、电子游戏名对没有听说过这些作品的人根本没有意义。,"But the list of ""submarines in contemporary mass culture"" is by no means enough. Just listing some book titles and video game titles is meaningless to those who have not heard of these works.","('sv',)"
那只是朝鮮人説的。,That's just what the North Koreans say.,"('sd',)"
日本政府想提出国際司法院、但韓国政府不想提出。,"The Japanese government wants to propose the International Court of Justice, but the South Korean government does not want to.","('sd',)"
是因有様様的不相宜的事!,It's because of something inappropriate!,"('sd',)"
Records]]。,Records]].,()
不少外文未被翻譯。,Many foreign languages ​​have not been translated.,"('sd',)"
「克萊斯勒公司在1971年系列的型號中開始有卡帶播放器可供選擇」調整克萊斯勒的內連。,"""Chrysler began to have a cassette player as an option in the 1971 series of models"" Adjust Chrysler's inline.","('sd',)"
不只是看季报。,Don't just read quarterly reports.,"('sv',)"
2009年南航的运输量和全国民航的运输量都已经出来了。,The traffic volume of China Southern Airlines and the national civil aviation traffic in 2009 have been released.,"('sd',)"
"总股本数也有的,。",There is also the total number of shares.,"('sd',)"
500的条目有用“世界500大企業”这一名称。,"The 500 entries use the name ""World's 500 Largest Enterprises"".","('sd',)"
搜索可知，该名称使用不多，完全没有世界500强使用广泛。,"According to the search, the name is not used much, and it is not widely used by the world's top 500 companies.","('sd',)"
其实这是我不愿意看到的。,"In fact, this is what I don't want to see.","('sd',)"
我们需要更专业的内容，不可以让某商业性质的百科比下去。,"We need more professional content, and we cannot let a commercial encyclopedia compare.","('sv',)"
的進一步統整。,further integration.,"('+',)"
另外IP用戶，我知道GOOGLE搜尋並非可靠來源，但也可一定程度呈現該用詞的普及性與關注度。,"In addition to IP users, I know that GOOGLE search is not a reliable source, but it can also show the popularity and attention of this term to a certain extent.","('sd',)"
那么阁下可以就根据评选上GA的时候的条目水准对比。,Then you can compare the entry level according to the entry level when you selected GA.,"('sd',)"
“《江南Style》的音樂錄影帶已經如病毒般普及，並且於網路爆紅。,"""The music video for 'Gangnam Style' has gone viral and has become an internet sensation.",()
在中文世界如实详尽地陈述这段日本史很有价值，也颇有难度。,"It is very valuable to state this period of Japanese history truthfully and in detail in the Chinese world, but it is also quite difficult.","('sv',)"
条目标题的选定当然也包含在此段历史陈述范围内，也应该如实贴切。,"The selection of the title of the article is of course also included in the scope of this historical statement, and it should be truthful and appropriate.","('sd',)"
@user：你到現在沒有實質回應是事實，你的投票前題被證偽你不願撤案還繼續也是事實，你的怪怪手法太多我只好留時間碼和記錄。,"@user: It is a fact that you have not responded substantively so far. It is also a fact that your pre-voting question has been falsified and you are unwilling to withdraw the case and continue. You have too many weird tricks, so I have to leave time codes and records.","('sd',)"
你想慢慢來，請撤銷你發起的投票案。,"You want to take your time, please revoke the voting case you initiated.","('ad',)"
橄欖球類運動：歷史-1823年的某一天，英格蘭沃里克郡拉格比鎮的...便稱之為「拉格比足球」。,"Rugby: History - One day in 1823, the town of Rugby, Warwickshire, England... called it ""Rugby Football"".","('sd',)"
橄欖球：起源-錯誤的傳說-1823年的某一天，英格蘭沃里克郡拉格比鎮的拉格比學校正在...。,"Rugby: Origins - False Legends - One day in 1823, Rugby School in the town of Rugby, Warwickshire, England was...  ","('sd',)"
原本內文提及的“7月21日遊行後發生元朗襲擊事件，令示威者質疑警黑勾結。,"The original text mentioned ""the attack in Yuen Long after the parade on July 21 made the demonstrators question the collusion between the police and the black.","('sd',)"
”，以及“8月31日，太子站襲擊事件被民眾批評是無差別攻擊市民”這也是基本的描述，談不上有爭議。,""", and ""On August 31, the Prince Edward Station attack was criticized by the public as an indiscriminate attack on citizens."" This is also a basic description, and it is not controversial.","('^q',)"
「後續路綫的興建」一段的開首被其他編輯（不是在下）加上了「[需要更新]」的模版，這會影響條目的評選。,"The beginning of the section ""Construction of follow-up routes"" was templated by other editors (not below) with ""[needs update]"", which will affect the selection of articles.","('sd',)"
抱歉在下對條目主題並沒有太大了解，不敢拿走這個模版。,"Sorry, I don't know much about the subject of the article, so I dare not take this template away.","('fa',)"
条目首句是条目的定义。,The first sentence of an entry is the definition of the entry.,"('sd',)"
朝鲜历史指的是整個朝鮮半島的歷史。,Korean history refers to the history of the entire Korean peninsula.,"('sd',)"
朝鲜历史指的是朝鮮半島南北分裂前韩朝共同的歷史。,North Korean history refers to the history shared by the two Koreas before the Korean peninsula was divided into North and South.,"('sv',)"
阁下大量删除可靠来源信息，称是阴谋论，与世卫报告背道而驰；在这儿，你阴谋论一说看来是一顶扼杀自由观点的一顶帽子了。,"You have deleted a large number of reliable sources of information, calling it a conspiracy theory, which runs counter to the WHO report; here, your conspiracy theory seems to be a hat that stifles free views.","('sv',)"
与你观点不一样的来源未必是阴谋论。,A source that disagrees with yours is not necessarily a conspiracy theory.,"('sv',)"
建議把「北京奧運大廈」照片拿掉，意義不大，又卡住吉祥物照片位置，使得中間留一大段空白，很不美觀。,"It is suggested to remove the photo of ""Beijing Olympic Building"", which is of little significance, and the position of the mascot photo is stuck, leaving a large blank space in the middle, which is very unsightly.","('sd',)"
就算要擺，也應該移到2008年夏季奧林匹克運動會籌備工作去。,"Even if it is to be put, it should be moved to the preparations for the 2008 Summer Olympics.","('sd',)"
Softball的正确名称应该是软式棒球。,The correct name of Softball should be soft baseball.,"('sd',)"
