Sentence,Translated Sentence,dialog_acts
Bastaría con incluirse el dato de la popularidad de su obra Coincidence of memorie en el párrafo correspondiente y prescindier del resto.,It would suffice to include the data on the popularity of his work Coincidence of memory in the corresponding paragraph and do without the rest.,"('sv',)"
"Hola compañeros, les cuento que creé la plantilla: marxismo y ya la he puesto en algunos artículos, tomando el ejemplo de la wiki en inglés.","Hello colleagues, I want to tell you that I created the template: Marxism and I have already put it in some articles, taking the example of the wiki in English.","('sd',)"
"Quizá esté un poco incompleta por ahora, pero seguramente sería más conveniente en algun momento reemplazarla por la de comunismo en páginas que no se refieren estrictamente al comunismo...","Maybe it's a bit incomplete for now, but surely it would be more convenient at some point to replace it with communism in pages that don't strictly refer to communism...",()
"El primer tema ya está bastante cubierto, aunque hay mucho lugar para mejoras.","The first topic is pretty much covered already, although there is a lot of room for improvements.","('sd',)"
"El segundo no, e insisto en que sería bueno agregar a la introducción un par de ejemplos (históricos, idealmente) de argumentos cuya validez o invalidez se pueda demostrar mediante la lógica proposicional.","The second does not, and I insist that it would be good to add to the introduction a couple of examples (historical, ideally) of arguments whose validity or invalidity can be demonstrated by means of propositional logic.","('sd',)"
"No estoy de acuerdo, en general el resto del artículo me ha parecido que sigue pecando de las mismas lagunas en la redacción que el apartado de introducción.","I do not agree, in general the rest of the article has seemed to me that it continues to sin from the same gaps in the wording as the introduction section.","('aa',)"
"Pongo una serie de ejemplos, sólo del segundo apartado.","I put a series of examples, only from the second section.","('sd',)"
"En su forma natural, el renio es un elemento sólido, de color blanco plateado y grisáceo, que pertenece a los metales de transición.","In its natural form, rhenium is a solid, silvery-white and grayish element that belongs to the transition metals.","('sd',)"
"Saludos, Interesante artículo pero lo encuentro muy sesgado y lleno de afirmaciones no referenciadas ni probadas por lo que de mantenerse su actual formato no cumpliría con la política de Punto de Vista Neutral.","Greetings, Interesting article but I find it very biased and full of statements not referenced or proven, so if its current format is maintained it would not comply with the Neutral Point of View policy.","('fp',)"
"Por otro lado requiere una importante labor de pulido en lo que son acentos, gramática y ortografía.","On the other hand, it requires an important polishing task in terms of accents, grammar and spelling.","('sv',)"
Se dice que fue “obispo” de esa ciudad.,"It is said that he was ""bishop"" of that city.","('sd',)"
Es una fuente temprana de escritos sobre el cristianismo.,It is an early source of writings on Christianity.,"('sd',)"
"En el material que supuestamente escribió, no menciona una Trinidad, ni directa ni indirectamente.","In the material he supposedly wrote, he does not mention a Trinity, either directly or indirectly.","('sd',)"
"Hola, .","Hello, .","('fp',)"
un repaso lingüístico para cumplir con la política correspondiente de Wikipedia.,a linguistic review to comply with the corresponding Wikipedia policy.,"('+',)"
"Posiblemente se trate de un artículo redactado por alguien cuyo idioma materno no es el español, o bien la traducción está por terminar, debido a lo cual {{ #if: Mónaco | ha sido modificado o marcado con la plantilla | han sido modificadas o marcadas con la plantilla }}.","Possibly it is an article written by someone whose mother tongue is not Spanish, or the translation is about to finish, due to which {{ #if: Monaco | has been modified or marked with the template | have been modified or marked with the }} template.","('sd',)"
"Hola, el artículo debería, desde mi punto de vista, comenzar de un modo más sencillo para ir ganando complejidad poco a poco.","Hello, the article should, from my point of view, start in a simpler way to gradually gain complexity.","('fp', 'sv')"
"Yo personalmente no creo que una persona que no sepa lo que es la Deconstruccion, pero lo haya oído en televisión v y lo busque por curiosidad en internet, sepa a lo que se refiere tras leer el artículo.","I personally do not believe that a person who does not know what Deconstruction is, but has heard it on television and looks for it out of curiosity on the internet, knows what it refers to after reading the article.","('sv',)"
"Me da la sensación de que el artículo sobre el Socialismo cada vez se parece más a un puñado de palabras juntas, unas al lado de las otras, como un espagueti.","It seems to me that the Socialism article is becoming more and more like a bunch of words stuck together, side by side, like spaghetti.","('sv',)"
"Desde mi punto de vista, las definiciones deben ser claras y concisas.","From my point of view, definitions should be clear and concise.","('sv',)"
"De hecho, pienso que incluso está mal redactado.","In fact, I think it's even badly written.","('sv',)"
"Para colmo, la página original dice tomar la información bibliográfica de : Internet C´D La Tierra Colección Testigo Ocular.","To make matters worse, the original page claims to take the bibliographic information from: Internet C'D La Tierra Colección Testigo Ocular.","('sd',)"
"Para solucionar el problema, editaré mármol y nos quitamos el peso muerto del copyright ..","To fix the problem, I'll edit marble and we'll take the copyright deadweight off..","('^q',)"
Favor de leer las diferentes deficiones que poseen esas palabras en algún diccionario.,Please read the different definitions that these words have in a dictionary.,()
"A lo que refiere el artículo es al Control del TRÁNSITO Aéreo y NO al Tráfico Todo puede ser; en cualquier caso, si no hubiera tráfico, situación ideal de un máximo de una areonave volando, no sería necesario controlar tráfico ni tránsito.","What the article refers to is Air TRAFFIC Control and NOT Traffic Anything can be; In any case, if there was no traffic, an ideal situation of a maximum of one aircraft flying, it would not be necessary to control traffic or traffic.","('sd',)"
"Javi, yo no hago nada de tapadillo -aparte de que sería imposible, dado que en WP todo es público y visible-.","Javi, I don't do anything undercover -apart from the fact that it would be impossible, since in WP everything is public and visible-.",()
La mención a la SQM está referenciada en relación con las enfermedades de Sensibilización Central y es simplemente eso lo que se dice.,The mention of MCS is referenced in relation to Central Sensitization diseases and that is simply what is said.,"('sd',)"
No se trata de lo que tu crees que es derecha o no se trata de lo que es la derecha por definición.,It's not about what you think is right or it's not about what is right by definition.,"('sv',)"
"Derecha e izquierda viene de que en una cámara se colocaban a la derechas los conservadores y a la izquierda los liberales, que eran los progres de entonces.","Right and left comes from the fact that in a chamber the conservatives were placed on the right and the liberals on the left, who were the progressives of that time.","('sv',)"
eso evolucióno con la entrada en la política de las clases más bajas.,that evolved with the entry into politics of the lower classes.,"('sv',)"
Quitas todas las referencias y te quedas tan pancha y a cambio nos llenas de referencias en inglés.,You remove all the references and you stay so pancha and in return you fill us with references in English.,()
"Que vergüenza me das, que mal vamos si se empieza a dar prioridad al inglés en la wikipedia en español.","How embarrassing you give me, how bad we are if they begin to give priority to English in the Spanish Wikipedia.","('sd',)"
Quitar la página de la ciudad que utiliza la grafía con tilde me parece denigrante.,Removing the page of the city that uses the spelling with tilde seems demeaning to me.,"('sv',)"
Rosebud explica toda la ideología anticapitalista de la película.,Rosebud explains the entire anti-capitalist ideology of the film.,"('sd',)"
Si Rosebud no fuese algo relacionado con sus padres la película no tendría sentido de existir.,"If Rosebud wasn't something related to her parents, the movie wouldn't make sense to exist.","('sv',)"
¿Se puede cambiar por cualquier otro objeto?,Can it be exchanged for any other object?,"('qy',)"
"Creo que el comentario que acompañaba a mi contribución es bastante claro: Las palabras «computerizar», «computerización» y «tecnologizar» no existen y la palabra «detallismo» no significa lo que el texto pretendía que significaba.","I think the comment that accompanied my contribution is quite clear: The words ""computerize,"" ""computerization,"" and ""technologize"" do not exist, and the word ""detail"" does not mean what the text intended it to mean.","('sd',)"
"El artículo habla sencillamente de altos niveles de detalle, no de detallismo.","The article is simply talking about high levels of detail, not detail.","('sd',)"
"En la sección Etiología, al principio aparece esto: El síndrome de Prader-Willi es una enfermedad genética producida por la ausencia de la expresión de un alelo localizado en el brazo largo del cromosoma 15 de origen paterno (concretamente en la región 15q11-q13); el alelo paterno no se expresa debido al fenómeno de la impronta genética.","In the Etiology section, this appears at the beginning: Prader-Willi syndrome is a genetic disease caused by the absence of expression of an allele located on the long arm of chromosome 15 of paternal origin (specifically in the 15q11-q13 region). ; the paternal allele is not expressed due to the phenomenon of genetic imprinting.","('sd',)"
"Es una tontería, pero queda algo más ordenado.","It's silly, but something more tidy remains.","('sv',)"
¿No os parece que su primera etapa en el Manchester debería venir indicada como 2010-2014 y posteriormente a la del Real Madrid se debería añadir otra etapa en el Manchester indicada como 2015-Presente?,Don't you think that his first stage in Manchester should be indicated as 2010-2014 and later to that of Real Madrid another stage in Manchester should be added indicated as 2015-Present?,"('qy',)"
Al menos en muchas páginas se encuentra de esta forma.,At least in many pages it is in this way.,"('sd',)"
"Al observar a simple vista, los artículos se prestan a confusión.","When looking at the naked eye, the articles are confusing.","('sv',)"
"Y desde mi punto de vista, las definiciones son muy poco claras como para diferenciarlas.","And from my point of view, the definitions are too unclear to tell them apart.","('sv',)"
Muchas personas vienen a consultar información y dudo que todas ellas pudiesen encontrar una distinción sustancial.,Many people come to consult information and I doubt that all of them could find a substantial distinction.,"('sv',)"
"El gol en el partido Italia-Argentina no fué marcado por Romeo Benetti, sino por Roberto Bettega, al minudo 67.","The goal in the Italy-Argentina match was not scored by Romeo Benetti, but by Roberto Bettega, at minute 67.","('sd',)"
"Si, fue un error mio.","Yes, it was my mistake.",()
Cuando redacté el texto miré los amonestados en lugar de los goles.,When I wrote the text I looked at the cautions instead of the goals.,"('sd',)"
"Hm... la verdad, primero decir que no se como usar bien esto de los comentarios y todo eso, sorry...pero... La primera frase que leo es ya un spoiler!!!!!","Hm... the truth, first of all I'd like to say that I don't know how to use the comments properly and all that, sorry... but... The first sentence I read is already a spoiler!!!!!",()
"La película empieza con Jocker robando un banco... fantástico, te enteras al final del robo que el era uno de los participantes...","The movie begins with Joker robbing a bank... fantastic, you find out at the end of the robbery that he was one of the participants...","('sv',)"
"Lo que diga en este caso el PCE, da igual.","What the PCE says in this case, doesn't matter.","('sd',)"
"Es la UJCE la que se declara independiente, redefinido su estatus así en los años 80.","It is the UJCE that declares itself independent, redefining its status in the 80s.","('sv',)"
"Además, el PCC y el PCE sí tienen vinculación, la tuvieron siempre (Internacional Comunista), pero no se les incluye en un partido.","In addition, the PCC and the PCE do have links, they always did (the Communist International), but they are not included in a party.","('sd',)"
"Al mismo tiempo que el agua se calienta, se expande y por lo tanto disminuye su densidad.","As water heats up, it expands and therefore its density decreases.","('sd',)"
"Estos dos procesos, ocupado de huecos hexagonales y expansión térmica actúan en sentidos contrarios.","These two processes, dealing with hexagonal holes and thermal expansion, act in opposite directions.","('sd',)"
De 0°C a 4°C predomina el proceso de llenado de huecos y el agua se torna más densa.,From 0°C to 4°C the void filling process predominates and the water becomes denser.,"('sd',)"
"Eso de los 12 tesoros de España, que fue un concursillo de Antena 3 y la Cope, ¿tiene algun valor arqueologico, antropologico, historiografico o enciclopedico?","That of the 12 treasures of Spain, which was a contest for Antena 3 and La Cope, does it have any archaeological, anthropological, historiographical or encyclopedic value?","('qy',)"
No esta avalado por la UNESCO y creo que tampoco por la Union Europea.,It is not endorsed by UNESCO and I think neither by the European Union.,()
"Si empezamos por ese número, ¿también se llega a 1?","If we start with that number, does it also reach 1?","('qy',)"
Lo digo por yo lo empecé y todavía lo estoy haciendo.,I say this because I started it and I'm still doing it.,"('sd',)"
"Hola a todos wikipedistas, os aviso, así como lo hago al redactor principal del artículo que el uso de mayúscula en la s de la palabra suicida es incorrecto; la palabra no es un nombre propio y no procede su uso, así como sí es correcto en la E de Escuadrón ya que es la letra inicial del nombre.","Hello to all Wikipedians, I warn you, as I do to the main editor of the article, that the use of capital letters in the s of the word suicide is incorrect; the word is not a proper name and its use is not appropriate, just as it is correct in the E of Squadron since it is the initial letter of the name.","('sd',)"
"Un saludo, Graph+sas | Dígamelon..","Regards, Graph+sas | tell me...","('ad',)"
Lo dicho por Soulreaper.,Said by Soulreaper.,"('sd',)"
"En Latinoamérica se lo conoce como el Acertijo, tal como se indica en la primer línea del artículo.","In Latin America it is known as the Riddle, as indicated in the first line of the article.","('sd',)"
"Cuky, creí que te había quedado claro..","Cuky, I thought I had made it clear..",()
"Freddie Falleció el 24 de noviembre de 1991, por favor!!!","Freddie passed away on November 24, 1991 please!!!","('sd',)"
un poco más de cultura!!!,a little more culture!!!,()
"No cantó en las Olimpiadas de Barcelona en el 92, pq murió antes, que pena!!!","He did not sing at the Barcelona Olympics in 1992, because he died earlier, what a pity!!!","('sd',)"
(hizo 2 actuaciones en 1987 y 1988 con Montserrat Caballé.,(He did 2 performances in 1987 and 1988 with Montserrat Caballé.,"('qy^d',)"
"Aunque no sea parte central del artículo pero ya que hablamos de Henry Lai, por situar el tema podemos hablar del asunto de los daños en el ADN y las replicaciones.","Although it is not a central part of the article, since we are talking about Henry Lai, to situate the topic we can talk about the issue of DNA damage and replications.","('sd',)"
Después de haber estado trabajando para la fuerza aerea y participando en las investigaciones del WTR Henry Lai en 1994 descubre roturas en el ADN causadas por radiación semejante a la de telefonía.,After having been working for the air force and participating in the investigations of the WTR Henry Lai in 1994 discovers DNA breaks caused by radiation similar to that of telephones.,"('sd',)"
"Insisto, ¿por qué hemos de juzgar a un partido por la ideología de sus votantes y no por la ideología del partido?","I insist, why do we have to judge a party by the ideology of its voters and not by the ideology of the party?","('sd',)"
"Exacto Javier93h, no debemos juzgar a un partido por la ideología de sus votantes sino por la ideología del partido en sí y sus políticas.","Exactly Javier93h, we should not judge a party by the ideology of its voters but by the ideology of the party itself and its policies.","('aa',)"
Para no generar conflictos en la lista de golpes hay que matizar y explicar la diferencia entre golpe de estado y revolución.,"In order not to generate conflicts in the list of coups, the difference between a coup and a revolution must be qualified and explained.","('sv',)"
Un golpe no hace falta que lo haga el ejercito sino basta con una minoria de la población imponiendose sobre la mayoria.,"A coup is not necessary for the army to do it, but rather a minority of the population imposing itself on the majority.","('sv',)"
En el párrafo relativo a Fin de la guerra y reinado personal hace falta la continuación del mismo.,"In the paragraph related to End of the war and personal reign, it is necessary to continue it.","('sv',)"
He borrado la parte final ya que fue substituida por una serie de ofensas e improperios.,I have deleted the final part since it was replaced by a series of insults and insults.,"('sd',)"
Por favor reedite quien escribió esa parte.,Please re-edit who wrote that part.,()
"Es cierto que mencionas referencias; sin embargo, a mi consideración ninguna que aporte una base sólida para poder inclinar la discusión en uno u otro sentido.","It is true that you mention references; however, in my opinion none that provides a solid basis to be able to incline the discussion in one direction or another.",()
"También considero que el resultado de la búsqueda en Google (número de resultados) es un elemento poco fundamentado para poder aclarar el tema que abordamos, seguramente no será necesario dar argumentos al respecto.","I also consider that the result of the Google search (number of results) is an element that is not well founded in order to clarify the issue we are addressing, surely it will not be necessary to give arguments in this regard.","('sv',)"
Lo siento pero El tratado de Londres de 1604 supuso un tratado favorable a Inglaterra no a España.,"I'm sorry but The Treaty of London of 1604 was a treaty favorable to England, not Spain.","('sd',)"
"En primer lugar el lugar de celebración fue Londres, clara humillación para España.","In the first place, the place of celebration was London, a clear humiliation for Spain.","('sv',)"
Inglaterra se comprometia a no apoyar a los rebeldes holandeses y España a los rebeldes irlandeses.,England promised not to support the Dutch rebels and Spain the Irish rebels.,"('sd',)"
Hay fallos en la estructura.,There are flaws in the structure.,()
"el apartado Fearless debería de ir dentro del apartado carrera, y no aparte.","the Fearless section should go within the career section, and not apart.","('ad',)"
"Además, la sección vida personal podría integrarse fácilmente en Biografía.","Also, the personal life section could easily be integrated into Biography.","('sv',)"
Hay algunas faltas de ortografía como genero via rapidamente y BillBoard.,There are some misspellings like I generate via quickly and BillBoard.,"('sd',)"
Esto es más un resumen de los videojuegos Final Fantasy VII y Advent Children que una descipción sobre Cloud Strife.,This is more of a summary of the Final Fantasy VII and Advent Children games than a description of Cloud Strife.,"('sd',)"
"Además se habla de Cloud como ex-Soldado, cuando Cloud nunca fue Soldado (al menos, Soldado real).","In addition, Cloud is spoken of as an ex-Soldier, when Cloud was never a Soldier (at least, a real Soldier).","('sd',)"
¿Habría que re-escribirlo?,Should we rewrite it?,"('qy',)"
"Pero es que entonces, los países que sí tengan un nexo histórico importante con el idioma italiano deben aparecer en la lista (que fue lo que yo hice al principio, etc.","But it is that then, the countries that do have an important historical link with the Italian language must appear on the list (which was what I did at the beginning, etc.","('sd',)"
etc.,etc,()
Son sus palabras.,They are his words.,()
Supongo que usted se refiere a la lista contenida en la ficha.,I assume that you mean the list contained in the tab.,"('qy^d',)"
Falta en mi opinion una seccion hablando de la lucha por la libertades de esta ciudad.,"In my opinion, a section is missing talking about the fight for the freedoms of this city.","('sv',)"
NO olvidemos el regimen de terror y dictadura del regimen chino.,Let's NOT forget the regime of terror and dictatorship of the Chinese regime.,"('sv',)"
Durante los años y en especial al terminarse el colonialismo britanico HK gozo de una calidad democratica y de unas libertades homologables a las mejores democracias mundiales y muy anterioes a España.,"Over the years and especially at the end of British colonialism, HK enjoyed a democratic quality and freedoms comparable to the best world democracies and long before Spain.","('sd',)"
En el apartado de Historia (ya me doy cuenta que está incompleto) hay algunas (a mi parecer) inexactitudes.,In the History section (I already realize that it is incomplete) there are some (in my opinion) inaccuracies.,"('sv',)"
"Por ejemplo, la Edad de Oro suele referirse al periodo entre 1938 (entrada de Campbell en la dirección de Astounding) y 1946, y no los años 20 y 30 como se menciona en alguna parte.","For example, the Golden Age usually refers to the period between 1938 (Campbell's entry in the Astounding direction) and 1946, and not the 1920s and 1930s as mentioned elsewhere.","('sd',)"
Lo de la nueva ola exclusivamente hasta el 72 también es discutible.,The new wave exclusively until 72 is also debatable.,()
"Propongo la siguiente redacción para la introducción: Kosovo o KósovoReal Academia Española, Diccionario panhispánico de dudas, Kosovo o Kósovo (Kosova o Kosovë en albanés, Косово -transliterado Kosovo- en serbio) es un territorio ubicado en la península de los Balcanes, en el sudeste de Europa.","I propose the following wording for the introduction: Kosovo or KósovoReal Academia Española, Diccionario panhispánico de dudas, Kosovo or Kósovo (Kosova or Kosovë in Albanian, Косово -transliterated Kosovo- in Serbian) is a territory located on the Balkan peninsula, in the Southeast Europe.","('sd',)"
"Tiene una superficie de 10.887 km² y está habitada por cerca de 2,2 millones de personas.","It has an area of ​​10,887 km² and is inhabited by about 2.2 million people.","('sd',)"
"ha hecho una petición de referencias en el primer parrafo de la definición de terrorismo, y digo yo, ¿vamos a entrar en la dinámica de tener que justificar que el caballo blanco de santiago es blanco?","He has made a request for references in the first paragraph of the definition of terrorism, and I say, are we going to enter into the dynamic of having to justify that the white horse of Santiago is white?","('qy',)"
¿Vamos a empezar a tenre que buscar referencias para poder poner El caballo es un mamífero?,Are we going to start having to look for references to be able to put The horse is a mammal?,"('qy',)"
"No sé, a mí pedir referencias ahí me parece demasiado..","I don't know, asking for references there seems too much to me...","('sd',)"
"El idioma oficial no es el Macedonio (dialecto griego) sino el Slavo-Macedonio o Slavo-Búlgaro, como se prefiera.","The official language is not Macedonian (Greek dialect) but Slavo-Macedonian or Slavo-Bulgarian, as preferred.","('sd',)"
Echad un vistazo a las normas de desambigüidad o al artículo en inglés.,Take a look at the disambiguity rules or the article in English.,"('ad',)"
"Deberia con b por favor, al final del artículo.","I should with b please, at the end of the article.","('sd',)"
"— El comentario anterior es obra de , quien olvidó firmarlo.","— The previous comment is the work of , who forgot to sign it.","('sd',)"
"Solo puse acentos en las palabras dentro de los hyperlinks, para que funcionaran.","I only put accents on the words inside the hyperlinks, so they would work.","('sd',)"
Los demas acentos vas a tener que ponerlos tu.,The other accents are going to have to be put by you.,"('sd',)"
La palabra psicópata o psicopático se emplea en numerosas ocasiones para describir a Iván IV.,The word psychopath or psychopathic is used on numerous occasions to describe Ivan IV.,()
"Es una incorrección, puesto que un psicópata es una persona carente de remordimientos y, según el propio artículo, Iván era consciente de las terribles consecuencias de sus acciones y vivía atormentado por los remordimientos.","This is incorrect, since a psychopath is a person without remorse and, according to the article itself, Ivan was aware of the terrible consequences of his actions and lived tormented by remorse.",()
"Del texto en inglés he suprimido la siguiente parte, porque creo que debe estar en el artículo de Teatros de ópera o Teatros.","I have deleted the following part of the English text, because I think it should be in the article on Opera Houses or Theatres.","('sd',)"
"La construcción fue costeada con la venta de los palcos, que fueron decorados ostensiblemente por sus dueños, impresionando a personas como Stendhal.","The construction was paid for by the sale of the boxes, which were ostensibly decorated by their owners, impressing the likes of Stendhal.","('sd',)"
Me gustaría que dieran más detalles y especificaciones.,I would like more details and specifications.,"('sd',)"
"Ya les he dejado varias notas, pero me gustaría que en verdad consideren esta.","I have already left you several notes, but I would like you to seriously consider this one.","('sd',)"
Somos usuarios dedicados a aprender.,We are users dedicated to learning.,"('sd',)"
"fue un mítico y carismático artista marcial Lo cambiaré por fue un destacado y carismático artista marcial, etc No tiene sentido colocar la palabra Mítico.","he was a mythical and charismatic martial artist. I'll change it to he was a prominent and charismatic martial artist, etc. It doesn't make sense to put the word Mythical.","('sv',)"
Parece más bien dotada de subjetividad.,It seems rather endowed with subjectivity.,"('sv',)"
"En cambio, sí fue destacado.","Instead, it was highlighted.","('sv',)"
"Ante la guerra de ediciones, protejo el artículo.","In the face of the edition war, I protect the article.","('sd',)"
En tanto se deben discutir las propuestas en esta página de discusión.,"In the meantime, proposals should be discussed on this talk page.","('sv',)"
El articulo esta bien; solo una cosa acerca del parámetro de plasma.,The article is fine; just one thing about the plasma parameter.,"('sd',)"
Un plasma puede perfectamente llevar más energía potencial de interacción que energía térmica.,A plasma can perfectly carry more potential energy of interaction than thermal energy.,"('sd',)"
"Yo estoy a favor de dejar el sponsor, pero encaminando la discusión por otro sitio.","I am in favor of leaving the sponsor, but directing the discussion elsewhere.","('sd',)"
"Wikipedia sólo informa del patrocinador, le da igual que sea Adidas o cualquier otra marca.","Wikipedia only reports the sponsor, it doesn't matter if it's Adidas or any other brand.","('sd',)"
"Si el nombre oficial (el que quiere la FIFA) lleva el sponsor de Adidas, ¿quien es Wikipedia para ocultarlo?","If the official name (the one FIFA wants) is sponsored by Adidas, who is Wikipedia to hide it?","('qw',)"
"Luego de la segunda guerra mundial nacieron los derechos humanos para garantizar que nunca más hubiera un imperio, o que el poder pudiera someter a las minorías.","After the Second World War, human rights were born to guarantee that there would never be an empire again, or that power could subdue minorities.","('sv',)"
Al no ser vinculantes hicieron dos pactos que si que lo son para garantizar estos derechos inherentes a la condición humana.,"As they were not binding, they made two pacts that are binding to guarantee these rights inherent to the human condition.","('sv',)"
"Está desaconsejada por la IUPAC, debido a que la normalidad depende de la reacción y, por tanto, pueden existir diversas concentraciones para una misma disolución.","It is discouraged by the IUPAC, since normality depends on the reaction and, therefore, there may be different concentrations for the same solution.","('sd',)"
"Esto, según la IUPAC, puede llevar a confusión.","This, according to IUPAC, can lead to confusion.","('sv',)"
Esto lo he leído en varios libros.,I have read this in several books.,"('sd',)"
No menciona nada del interes en despejar la zona para el trafico de drogas a traves de la destruccion de Serbia País?,It does not mention anything of interest in clearing the area for drug trafficking through the destruction of Serbia Country?,"('qy',)"
todavía no está claro que sea independiente documenta esto por favor.,"It's still not clear that it's independent, please document this.","('sv',)"
"Actualmente hay discusión, EEUU quiere que la decisión de su autonomía no tenga que ser consensuada por la ONU, en cambio Rusia, no está para nada a favor de la independencia.CNS Vamos a ver...","Currently there is discussion, the US wants the decision of its autonomy not to have to be agreed upon by the UN, while Russia is not in favor of independence at all.CNS Let's see...","('sv',)"
"Me parece poco acertado el uso de Bob y Alicia .. vamos que al principio puede ser aceptable, pero en las secciones de velocidad, distribución de claves y demás, el uso de estos nombres distraen y uno ya no sabe si está leyendo un articulo sobre un algoritmo criptográfico o una telenovela.","The use of Bob and Alicia seems inaccurate to me. Come on, at first it may be acceptable, but in the speed, key distribution and other sections, the use of these names is distracting and you no longer know if you are reading an article about a cryptographic algorithm or a soap opera.",()
Se suelen usar esos nombres en criptografía.,Those names are often used in cryptography.,"('sd',)"
"Conforme a la convención de títulos, dado que ambas formas son correctas, debe ponerse el nombre más comúnmente usado.","According to the title convention, since both forms are correct, the most commonly used name should be given.","('sd',)"
"No tiene sentido hacer cambios masivos en contra de eso, como se hizo desde las IP y .","It doesn't make sense to make bulk changes against that, as was done from the IPs and .","('sv',)"
"Tiene mucho menos sentido infringir derechos de autor copiando de aquí, donde también se titula «Luca Pacioli» y a la vez trasladar a «Luca Paccioli».","It makes a lot less sense to infringe copyright by copying from here, where it is also titled ""Luca Pacioli"" and at the same time moving to ""Luca Paccioli"".","('sv',)"
"Para quienes insisten en decir lo contrario, decirles que no hay más que un leve parecido estético entre ambas armas.","For those who insist on saying otherwise, tell them that there is only a slight aesthetic resemblance between the two weapons.","('ad', 'sd')"
"El mecanismo es completamente diferente, además el mismo Kalashnikov negó basarse en el MP44 alemán para construir su rifle.","The mechanism is completely different, and Kalashnikov himself denied basing himself on the German MP44 to build his rifle.","('sd',)"
La única influencia que el rifle de asalto alemán tuvo sobre Kalashnikov fue demostrarle que la URSS también necesitaba su propio fusil de asalto.,The only influence the German assault rifle had on the Kalashnikov was to show him that the USSR also needed its own assault rifle.,"('sd',)"
"HOLA, THIS IS NOT THE BIGGEST VESSEL IN HER CATEGORY ANYMORE.","HELLO, THIS IS NOT THE BIGGEST VESSEL IN HER CATEGORY ANYMORE.","('sv',)"
THERE IS A NEW VESSEL FROM ROYAL CARIBBEAN (THE OASIS OF THE SEAS.,THERE IS A NEW VESSEL FROM ROYAL CARIBBEAN (THE OASIS OF THE SEAS.,()
"THESE LAST LADY IS CONSIDERABLY BIGGER, NOT ONLY AS FAR AS LOA IS CONCERNED (ABT.","THESE LAST LADY IS CONSIDERABLY BIGGER, NOT ONLY AS FAR AS LOA IS CONCERNED (ABT.","('sd',)"
+20M LONGER) BUT ALSO AS FAR AS NUMBER OF PASSENGER CARRIED.,+20M LONGER) BUT ALSO AS FAR AS NUMBER OF PASSENGER CARRIED.,"('sd',)"
Respuesta Algunas personas no queremos pagar PCs caros y sistemas operativos caros y ofimática cara.,Answer Some people don't want to pay for expensive PCs and expensive operating systems and expensive office automation.,"('sv',)"
"Podemos huir de la ofimática cara, pero si necesitamos algún programa que sólo corra en Windows, tenemos que pagar un PC caro y un sistema operativo caro.","We can run away from expensive office automation, but if we need a program that only runs on Windows, we have to pay for an expensive PC and an expensive operating system.","('sd',)"
Wine permite una evolución a Linux.,Wine allows an evolution to Linux.,"('sv',)"
"En el artículo se pone Munich, debería ser Múnich.","In the article it says Munich, it should be Munich.","('sd',)"
Te recomiendo que pongas el marcador de faltas de ortografía y de desambiguaciones.,I recommend that you put the marker for misspellings and disambiguations.,"('sd',)"
"Vete a preferencias, accesorios y busca accesorios para la edición y te salen (son los dos primeros).","Go to preferences, accessories and look for editing accessories and they will come out (they are the first two).","('ad',)"
Utilizar lenguaje específico no debe ser un maquillaje para que un artículo parezca más serio.,Using specific language should not be a make-up to make an article seem more serious.,"('sv',)"
El lenguaje específico debe ser utilizado por personas que sepan de qué están hablando.,Specific language should be used by people who know what they are talking about.,"('sv',)"
"Aquí se dan descripciones vocales como si se tratara de una cuestión de gustos, se habla de coloratura, microafinación, técnica vocal y registro claramente desde una ignorancia importante.","Vocal descriptions are given here as if it were a matter of taste, coloratura, microtuning, vocal technique and register are talked about clearly from significant ignorance.","('sd',)"
A nadie se le escapa que cuando tratamos de valorar la peligrosidad de sustancias o elementos muy utilizados por la industria nos podemos encontrar con situaciones que dificulten el acceso a información veráz.,"It escapes no one that when we try to assess the danger of substances or elements that are widely used by the industry, we can find ourselves in situations that make it difficult to access truthful information.","('sv',)"
"En el pasado tenemos el ejemplo de la industria del tabaco, que durante medio siglo consiguió ocultar o sembrar dudas respecto de los riesgos de su producto.","In the past we have the example of the tobacco industry, which for half a century managed to hide or sow doubts regarding the risks of its product.","('sd',)"
"(Niños, no lo intentéis en casa!)","(Kids, don't try this at home!)","('^q',)"
"Señores, he googleado las palabras antropolofigispanicas y antropolofigisticamente pues en lugar de parecerme palabras correctas me parecen errores de transcripción.","Gentlemen, I have googled the words anthropolophyspanic and anthropolophistical, because instead of seeming to be correct words, they seem to me to be transcription errors.","('sd',)"
Te recomiendo que leas: Metro (sistema de transporte): subte fue el primer nombre en habla hispana del que tu llamas Metro.,I recommend that you read: Metro (transport system): Subte was the first Spanish-speaking name for what you call Metro.,"('ad',)"
Precísese en cada una de las funciones trigonométricas el CVA ( conjunto de valores admisibles o dominio) y el codominio.,Specify the CVA (set of admissible values ​​or domain) and the codomain in each of the trigonometric functions.,"('+',)"
Lo mismo no aparecen las funciones trigonométricas inversas.,The same does not appear the inverse trigonometric functions.,"('sd',)"
Señálese algún vínculo con las funciones hiperbólicas.,Point out any link with hyperbolic functions.,()
